"session_code","participant_code","participant_label","participant_time_started_utc","touch_capability","device_type","condition","tweet","displayed_sequence","seconds_in_viewport","scroll_sequence","liked","reply","hasReply"
"4512qptb","9wp46yt0","5ea37c11733b42302b54b64c","2024-05-09 21:18:18",1,"Desktop","unsafe",33,13,4.295,"13",FALSE,"",FALSE
"4512qptb","9wp46yt0","5ea37c11733b42302b54b64c","2024-05-09 21:18:18",1,"Desktop","unsafe",34,14,4.728,"14",FALSE,"",FALSE
"4512qptb","9wp46yt0","5ea37c11733b42302b54b64c","2024-05-09 21:18:18",1,"Desktop","unsafe",35,15,9.408,"15",FALSE,"",FALSE
"4512qptb","9wp46yt0","5ea37c11733b42302b54b64c","2024-05-09 21:18:18",1,"Desktop","unsafe",36,16,1.632,"16",FALSE,"",FALSE
"4512qptb","9wp46yt0","5ea37c11733b42302b54b64c","2024-05-09 21:18:18",1,"Desktop","unsafe",37,17,9.475,"17",FALSE,"",FALSE
"4512qptb","9wp46yt0","5ea37c11733b42302b54b64c","2024-05-09 21:18:18",1,"Desktop","unsafe",38,18,4.479,"18,19",FALSE,"",FALSE
"4512qptb","9wp46yt0","5ea37c11733b42302b54b64c","2024-05-09 21:18:18",1,"Desktop","unsafe",39,19,6.294,"20,21",FALSE,"",FALSE
"4512qptb","9wp46yt0","5ea37c11733b42302b54b64c","2024-05-09 21:18:18",1,"Desktop","unsafe",40,20,NA,NA,FALSE,"",FALSE
"4512qptb","a49kch88","6579ba0f61518265afc2d2e3","2024-05-09 22:02:14",0,"Desktop","unsafe",21,1,28.579,"4",TRUE,"Wow",TRUE
"4512qptb","a49kch88","6579ba0f61518265afc2d2e3","2024-05-09 22:02:14",0,"Desktop","unsafe",22,2,35.553,"5",TRUE,"",FALSE
"4512qptb","a49kch88","6579ba0f61518265afc2d2e3","2024-05-09 22:02:14",0,"Desktop","unsafe",23,3,21.06,"3,6",TRUE,"",FALSE
"4512qptb","a49kch88","6579ba0f61518265afc2d2e3","2024-05-09 22:02:14",0,"Desktop","unsafe",24,4,9.875,"1,7",FALSE,"",FALSE
"4512qptb","a49kch88","6579ba0f61518265afc2d2e3","2024-05-09 22:02:14",0,"Desktop","unsafe",25,5,5.202,"2,8",FALSE,"",FALSE
"4512qptb","a49kch88","6579ba0f61518265afc2d2e3","2024-05-09 22:02:14",0,"Desktop","unsafe",26,6,0.442,"9",FALSE,"",FALSE
"4512qptb","a49kch88","6579ba0f61518265afc2d2e3","2024-05-09 22:02:14",0,"Desktop","unsafe",27,7,2.941,"10",TRUE,"",FALSE
"4512qptb","a49kch88","6579ba0f61518265afc2d2e3","2024-05-09 22:02:14",0,"Desktop","unsafe",28,8,2.983,"11",FALSE,"",FALSE
"4512qptb","a49kch88","6579ba0f61518265afc2d2e3","2024-05-09 22:02:14",0,"Desktop","unsafe",29,9,3.126,"12",FALSE,"",FALSE
"4512qptb","a49kch88","6579ba0f61518265afc2d2e3","2024-05-09 22:02:14",0,"Desktop","unsafe",30,10,0.325,"13",FALSE,"",FALSE
"4512qptb","a49kch88","6579ba0f61518265afc2d2e3","2024-05-09 22:02:14",0,"Desktop","unsafe",31,11,0.313,"14",FALSE,"",FALSE
"4512qptb","a49kch88","6579ba0f61518265afc2d2e3","2024-05-09 22:02:14",0,"Desktop","unsafe",32,12,0.238,"15",FALSE,"",FALSE
"4512qptb","a49kch88","6579ba0f61518265afc2d2e3","2024-05-09 22:02:14",0,"Desktop","unsafe",33,13,0.132,"16",FALSE,"",FALSE
"4512qptb","a49kch88","6579ba0f61518265afc2d2e3","2024-05-09 22:02:14",0,"Desktop","unsafe",34,14,0.175,"17",FALSE,"",FALSE
"4512qptb","a49kch88","6579ba0f61518265afc2d2e3","2024-05-09 22:02:14",0,"Desktop","unsafe",35,15,0.271,"18",FALSE,"",FALSE
"4512qptb","a49kch88","6579ba0f61518265afc2d2e3","2024-05-09 22:02:14",0,"Desktop","unsafe",36,16,0.229,"19",FALSE,"",FALSE
"4512qptb","a49kch88","6579ba0f61518265afc2d2e3","2024-05-09 22:02:14",0,"Desktop","unsafe",37,17,0.083,"20",FALSE,"",FALSE
"4512qptb","a49kch88","6579ba0f61518265afc2d2e3","2024-05-09 22:02:14",0,"Desktop","unsafe",38,18,0.108,"21",FALSE,"",FALSE
"4512qptb","a49kch88","6579ba0f61518265afc2d2e3","2024-05-09 22:02:14",0,"Desktop","unsafe",39,19,NA,NA,FALSE,"",FALSE
"4512qptb","a49kch88","6579ba0f61518265afc2d2e3","2024-05-09 22:02:14",0,"Desktop","unsafe",40,20,NA,NA,FALSE,"",FALSE
"4512qptb","a9d6t2s0","5f25e9696625fd2cd33f1d3a","2024-05-09 21:51:11",1,"Mobile","safe",1,1,18.768,"1",FALSE,"",FALSE
"4512qptb","a9d6t2s0","5f25e9696625fd2cd33f1d3a","2024-05-09 21:51:11",1,"Mobile","safe",2,2,NA,NA,FALSE,"",FALSE
"4512qptb","a9d6t2s0","5f25e9696625fd2cd33f1d3a","2024-05-09 21:51:11",1,"Mobile","safe",3,3,NA,NA,FALSE,"",FALSE
"4512qptb","a9d6t2s0","5f25e9696625fd2cd33f1d3a","2024-05-09 21:51:11",1,"Mobile","safe",4,4,7.072,"2",FALSE,"",FALSE
"4512qptb","a9d6t2s0","5f25e9696625fd2cd33f1d3a","2024-05-09 21:51:11",1,"Mobile","safe",5,5,1.712,"3,4",FALSE,"",FALSE
"4512qptb","a9d6t2s0","5f25e9696625fd2cd33f1d3a","2024-05-09 21:51:11",1,"Mobile","safe",6,6,7.328,"5",FALSE,"",FALSE
"4512qptb","a9d6t2s0","5f25e9696625fd2cd33f1d3a","2024-05-09 21:51:11",1,"Mobile","safe",7,7,NA,NA,FALSE,"",FALSE
"4512qptb","a9d6t2s0","5f25e9696625fd2cd33f1d3a","2024-05-09 21:51:11",1,"Mobile","safe",8,8,2.449,"6,7",FALSE,"",FALSE
"4512qptb","a9d6t2s0","5f25e9696625fd2cd33f1d3a","2024-05-09 21:51:11",1,"Mobile","safe",9,9,9.716,"8,9",FALSE,"",FALSE
"4512qptb","a9d6t2s0","5f25e9696625fd2cd33f1d3a","2024-05-09 21:51:11",1,"Mobile","safe",10,10,NA,NA,FALSE,"",FALSE
"4512qptb","a9d6t2s0","5f25e9696625fd2cd33f1d3a","2024-05-09 21:51:11",1,"Mobile","safe",11,11,NA,NA,FALSE,"",FALSE
"4512qptb","a9d6t2s0","5f25e9696625fd2cd33f1d3a","2024-05-09 21:51:11",1,"Mobile","safe",12,12,3.435,"11",FALSE,"",FALSE
"4512qptb","a9d6t2s0","5f25e9696625fd2cd33f1d3a","2024-05-09 21:51:11",1,"Mobile","safe",13,13,5.185,"10,12",FALSE,"",FALSE
"4512qptb","a9d6t2s0","5f25e9696625fd2cd33f1d3a","2024-05-09 21:51:11",1,"Mobile","safe",14,14,13.839,"13",FALSE,"",FALSE
"4512qptb","a9d6t2s0","5f25e9696625fd2cd33f1d3a","2024-05-09 21:51:11",1,"Mobile","safe",15,15,NA,NA,FALSE,"",FALSE
"4512qptb","a9d6t2s0","5f25e9696625fd2cd33f1d3a","2024-05-09 21:51:11",1,"Mobile","safe",16,16,NA,NA,FALSE,"",FALSE
"4512qptb","a9d6t2s0","5f25e9696625fd2cd33f1d3a","2024-05-09 21:51:11",1,"Mobile","safe",17,17,NA,NA,FALSE,"",FALSE
"4512qptb","a9d6t2s0","5f25e9696625fd2cd33f1d3a","2024-05-09 21:51:11",1,"Mobile","safe",18,18,NA,NA,FALSE,"",FALSE
"4512qptb","a9d6t2s0","5f25e9696625fd2cd33f1d3a","2024-05-09 21:51:11",1,"Mobile","safe",19,19,NA,NA,FALSE,"",FALSE
"4512qptb","a9d6t2s0","5f25e9696625fd2cd33f1d3a","2024-05-09 21:51:11",1,"Mobile","safe",20,20,NA,NA,FALSE,"",FALSE
"4512qptb","aaix6iun","663a7a83233f1f9e73468465","2024-05-09 22:00:25",0,"Desktop","unsafe",21,1,17.987,"1",FALSE,"",FALSE
"4512qptb","aaix6iun","663a7a83233f1f9e73468465","2024-05-09 22:00:25",0,"Desktop","unsafe",22,2,22.55,"2",FALSE,"",FALSE
"4512qptb","aaix6iun","663a7a83233f1f9e73468465","2024-05-09 22:00:25",0,"Desktop","unsafe",23,3,18.584,"3",FALSE,"",FALSE
"4512qptb","aaix6iun","663a7a83233f1f9e73468465","2024-05-09 22:00:25",0,"Desktop","unsafe",24,4,27.225,"4",FALSE,"",FALSE
"4512qptb","aaix6iun","663a7a83233f1f9e73468465","2024-05-09 22:00:25",0,"Desktop","unsafe",25,5,50.425,"5",FALSE,"What an unfortunate ad placement.",TRUE
"4512qptb","aaix6iun","663a7a83233f1f9e73468465","2024-05-09 22:00:25",0,"Desktop","unsafe",26,6,25.034,"6",TRUE,"",FALSE
"4512qptb","aaix6iun","663a7a83233f1f9e73468465","2024-05-09 22:00:25",0,"Desktop","unsafe",27,7,29.188,"7",FALSE,"",FALSE
"4512qptb","aaix6iun","663a7a83233f1f9e73468465","2024-05-09 22:00:25",0,"Desktop","unsafe",28,8,13.414,"8",TRUE,"",FALSE
"4512qptb","aaix6iun","663a7a83233f1f9e73468465","2024-05-09 22:00:25",0,"Desktop","unsafe",29,9,10.07,"9,11",FALSE,"",FALSE
"4512qptb","aaix6iun","663a7a83233f1f9e73468465","2024-05-09 22:00:25",0,"Desktop","unsafe",30,10,28.063,"10,12",TRUE,"",FALSE
"4512qptb","aaix6iun","663a7a83233f1f9e73468465","2024-05-09 22:00:25",0,"Desktop","unsafe",31,11,17.778,"13",TRUE,"",FALSE
"4512qptb","aaix6iun","663a7a83233f1f9e73468465","2024-05-09 22:00:25",0,"Desktop","unsafe",32,12,7.549,"14",FALSE,"",FALSE
"4512qptb","aaix6iun","663a7a83233f1f9e73468465","2024-05-09 22:00:25",0,"Desktop","unsafe",33,13,15.139,"15",FALSE,"",FALSE
"4512qptb","aaix6iun","663a7a83233f1f9e73468465","2024-05-09 22:00:25",0,"Desktop","unsafe",34,14,7.604,"16",FALSE,"",FALSE
"4512qptb","aaix6iun","663a7a83233f1f9e73468465","2024-05-09 22:00:25",0,"Desktop","unsafe",35,15,7.401,"17",FALSE,"",FALSE
"4512qptb","aaix6iun","663a7a83233f1f9e73468465","2024-05-09 22:00:25",0,"Desktop","unsafe",36,16,17,"18",FALSE,"",FALSE
"4512qptb","aaix6iun","663a7a83233f1f9e73468465","2024-05-09 22:00:25",0,"Desktop","unsafe",37,17,10.722,"19",FALSE,"",FALSE
"4512qptb","aaix6iun","663a7a83233f1f9e73468465","2024-05-09 22:00:25",0,"Desktop","unsafe",38,18,10.458,"20",TRUE,"",FALSE
"4512qptb","aaix6iun","663a7a83233f1f9e73468465","2024-05-09 22:00:25",0,"Desktop","unsafe",39,19,NA,NA,FALSE,"",FALSE
"4512qptb","aaix6iun","663a7a83233f1f9e73468465","2024-05-09 22:00:25",0,"Desktop","unsafe",40,20,NA,NA,TRUE,"",FALSE
"4512qptb","abkijjut","55fad53e77f33b0005cb1d4b","2024-05-09 21:41:48",1,"Mobile","unsafe",21,1,22.915,"1",FALSE,"",FALSE
"4512qptb","abkijjut","55fad53e77f33b0005cb1d4b","2024-05-09 21:41:48",1,"Mobile","unsafe",22,2,11.064,"2",FALSE,"",FALSE
"4512qptb","abkijjut","55fad53e77f33b0005cb1d4b","2024-05-09 21:41:48",1,"Mobile","unsafe",23,3,14.83,"3",FALSE,"",FALSE
"4512qptb","abkijjut","55fad53e77f33b0005cb1d4b","2024-05-09 21:41:48",1,"Mobile","unsafe",24,4,21.665,"4",FALSE,"",FALSE
"4512qptb","abkijjut","55fad53e77f33b0005cb1d4b","2024-05-09 21:41:48",1,"Mobile","unsafe",25,5,13.949,"5",FALSE,"",FALSE
"4512qptb","abkijjut","55fad53e77f33b0005cb1d4b","2024-05-09 21:41:48",1,"Mobile","unsafe",26,6,45.645,"6",FALSE,"",FALSE
"4512qptb","abkijjut","55fad53e77f33b0005cb1d4b","2024-05-09 21:41:48",1,"Mobile","unsafe",27,7,27.412,"7",FALSE,"",FALSE
"4512qptb","abkijjut","55fad53e77f33b0005cb1d4b","2024-05-09 21:41:48",1,"Mobile","unsafe",28,8,19.78,"8",FALSE,"",FALSE
"4512qptb","abkijjut","55fad53e77f33b0005cb1d4b","2024-05-09 21:41:48",1,"Mobile","unsafe",29,9,13.73,"9",FALSE,"",FALSE
"4512qptb","abkijjut","55fad53e77f33b0005cb1d4b","2024-05-09 21:41:48",1,"Mobile","unsafe",30,10,36.912,"10",FALSE,"",FALSE
"4512qptb","abkijjut","55fad53e77f33b0005cb1d4b","2024-05-09 21:41:48",1,"Mobile","unsafe",31,11,12.282,"11",FALSE,"",FALSE
"4512qptb","abkijjut","55fad53e77f33b0005cb1d4b","2024-05-09 21:41:48",1,"Mobile","unsafe",32,12,9.166,"12",FALSE,"",FALSE
"4512qptb","abkijjut","55fad53e77f33b0005cb1d4b","2024-05-09 21:41:48",1,"Mobile","unsafe",33,13,6.933,"13",FALSE,"",FALSE
"4512qptb","abkijjut","55fad53e77f33b0005cb1d4b","2024-05-09 21:41:48",1,"Mobile","unsafe",34,14,3.368,"14",FALSE,"",FALSE
"4512qptb","abkijjut","55fad53e77f33b0005cb1d4b","2024-05-09 21:41:48",1,"Mobile","unsafe",35,15,12.38,"15",FALSE,"",FALSE
"4512qptb","abkijjut","55fad53e77f33b0005cb1d4b","2024-05-09 21:41:48",1,"Mobile","unsafe",36,16,9.966,"16",FALSE,"",FALSE
"4512qptb","abkijjut","55fad53e77f33b0005cb1d4b","2024-05-09 21:41:48",1,"Mobile","unsafe",37,17,4.215,"17",FALSE,"",FALSE
"4512qptb","abkijjut","55fad53e77f33b0005cb1d4b","2024-05-09 21:41:48",1,"Mobile","unsafe",38,18,9.415,"18",FALSE,"",FALSE
"4512qptb","abkijjut","55fad53e77f33b0005cb1d4b","2024-05-09 21:41:48",1,"Mobile","unsafe",39,19,9.548,"19",FALSE,"",FALSE
"4512qptb","abkijjut","55fad53e77f33b0005cb1d4b","2024-05-09 21:41:48",1,"Mobile","unsafe",40,20,NA,NA,FALSE,"",FALSE
"4512qptb","adiw5bty","59a1ddac5dfd6b000152601f","2024-05-09 21:38:17",0,"Desktop","safe",1,1,128.189,"1,34",TRUE,"",FALSE
"4512qptb","adiw5bty","59a1ddac5dfd6b000152601f","2024-05-09 21:38:17",0,"Desktop","safe",2,2,131.208,"2,35,36",FALSE,"",FALSE
"4512qptb","adiw5bty","59a1ddac5dfd6b000152601f","2024-05-09 21:38:17",0,"Desktop","safe",3,3,132.607,"3,37",FALSE,"",FALSE
"4512qptb","adiw5bty","59a1ddac5dfd6b000152601f","2024-05-09 21:38:17",0,"Desktop","safe",4,4,133.124,"4,38",FALSE,"",FALSE
"4512qptb","adiw5bty","59a1ddac5dfd6b000152601f","2024-05-09 21:38:17",0,"Desktop","safe",5,5,7.918,"5,33,39",TRUE,"",FALSE
"4512qptb","adiw5bty","59a1ddac5dfd6b000152601f","2024-05-09 21:38:17",0,"Desktop","safe",6,6,7.168,"6,32,40",FALSE,"",FALSE
"4512qptb","adiw5bty","59a1ddac5dfd6b000152601f","2024-05-09 21:38:17",0,"Desktop","safe",7,7,7.105,"7,31,41",FALSE,"",FALSE
"4512qptb","adiw5bty","59a1ddac5dfd6b000152601f","2024-05-09 21:38:17",0,"Desktop","safe",8,8,5.167,"8,30,42",FALSE,"",FALSE
"4512qptb","adiw5bty","59a1ddac5dfd6b000152601f","2024-05-09 21:38:17",0,"Desktop","safe",9,9,2.768,"9,29,43",FALSE,"",FALSE
"4512qptb","adiw5bty","59a1ddac5dfd6b000152601f","2024-05-09 21:38:17",0,"Desktop","safe",10,10,3.234,"10,28,44",FALSE,"",FALSE
"4512qptb","adiw5bty","59a1ddac5dfd6b000152601f","2024-05-09 21:38:17",0,"Desktop","safe",11,11,3.047,"11,27,45",FALSE,"",FALSE
"4512qptb","adiw5bty","59a1ddac5dfd6b000152601f","2024-05-09 21:38:17",0,"Desktop","safe",12,12,5.336,"12,26,46",FALSE,"",FALSE
"4512qptb","adiw5bty","59a1ddac5dfd6b000152601f","2024-05-09 21:38:17",0,"Desktop","safe",13,13,4.75,"13,25,47",FALSE,"",FALSE
"4512qptb","adiw5bty","59a1ddac5dfd6b000152601f","2024-05-09 21:38:17",0,"Desktop","safe",14,14,6.017,"14,24,48",FALSE,"",FALSE
"4512qptb","adiw5bty","59a1ddac5dfd6b000152601f","2024-05-09 21:38:17",0,"Desktop","safe",15,15,3.081,"15,23,49",FALSE,"",FALSE
"4512qptb","adiw5bty","59a1ddac5dfd6b000152601f","2024-05-09 21:38:17",0,"Desktop","safe",16,16,3.412,"16,22,50",FALSE,"",FALSE
"4512qptb","adiw5bty","59a1ddac5dfd6b000152601f","2024-05-09 21:38:17",0,"Desktop","safe",17,17,1.282,"17,21,51",FALSE,"",FALSE
"4512qptb","adiw5bty","59a1ddac5dfd6b000152601f","2024-05-09 21:38:17",0,"Desktop","safe",18,18,3.372,"20",FALSE,"",FALSE
"4512qptb","adiw5bty","59a1ddac5dfd6b000152601f","2024-05-09 21:38:17",0,"Desktop","safe",19,19,3.171,"19",FALSE,"",FALSE
"4512qptb","adiw5bty","59a1ddac5dfd6b000152601f","2024-05-09 21:38:17",0,"Desktop","safe",20,20,3.017,"18",FALSE,"",FALSE
"4512qptb","ag9y8xie","63d40219337fe37c8de6582f","2024-05-09 21:14:42",1,"Desktop","safe",1,1,20.34,"1",FALSE,"",FALSE
"4512qptb","ag9y8xie","63d40219337fe37c8de6582f","2024-05-09 21:14:42",1,"Desktop","safe",2,2,2.768,"2",FALSE,"",FALSE
"4512qptb","ag9y8xie","63d40219337fe37c8de6582f","2024-05-09 21:14:42",1,"Desktop","safe",3,3,4.582,"3",FALSE,"",FALSE
"4512qptb","ag9y8xie","63d40219337fe37c8de6582f","2024-05-09 21:14:42",1,"Desktop","safe",4,4,8.716,"4",FALSE,"",FALSE
"4512qptb","ag9y8xie","63d40219337fe37c8de6582f","2024-05-09 21:14:42",1,"Desktop","safe",5,5,6.449,"5",FALSE,"",FALSE
"4512qptb","ag9y8xie","63d40219337fe37c8de6582f","2024-05-09 21:14:42",1,"Desktop","safe",6,6,13.832,"6",FALSE,"",FALSE
"4512qptb","ag9y8xie","63d40219337fe37c8de6582f","2024-05-09 21:14:42",1,"Desktop","safe",7,7,1.218,"7",FALSE,"",FALSE
"4512qptb","ag9y8xie","63d40219337fe37c8de6582f","2024-05-09 21:14:42",1,"Desktop","safe",8,8,8.101,"8,10",TRUE,"",FALSE
"4512qptb","ag9y8xie","63d40219337fe37c8de6582f","2024-05-09 21:14:42",1,"Desktop","safe",9,9,32.931,"9,11",FALSE,"",FALSE
"4512qptb","ag9y8xie","63d40219337fe37c8de6582f","2024-05-09 21:14:42",1,"Desktop","safe",10,10,1.534,"12",TRUE,"",FALSE
"4512qptb","ag9y8xie","63d40219337fe37c8de6582f","2024-05-09 21:14:42",1,"Desktop","safe",11,11,8.866,"13",FALSE,"",FALSE
"4512qptb","ag9y8xie","63d40219337fe37c8de6582f","2024-05-09 21:14:42",1,"Desktop","safe",12,12,8.932,"14",FALSE,"",FALSE
"4512qptb","ag9y8xie","63d40219337fe37c8de6582f","2024-05-09 21:14:42",1,"Desktop","safe",13,13,9.365,"15",FALSE,"",FALSE
"4512qptb","ag9y8xie","63d40219337fe37c8de6582f","2024-05-09 21:14:42",1,"Desktop","safe",14,14,11.599,"16",FALSE,"",FALSE
"4512qptb","ag9y8xie","63d40219337fe37c8de6582f","2024-05-09 21:14:42",1,"Desktop","safe",15,15,6.584,"17",FALSE,"",FALSE
"4512qptb","ag9y8xie","63d40219337fe37c8de6582f","2024-05-09 21:14:42",1,"Desktop","safe",16,16,8.399,"18",FALSE,"",FALSE
"4512qptb","ag9y8xie","63d40219337fe37c8de6582f","2024-05-09 21:14:42",1,"Desktop","safe",17,17,3.082,"19",TRUE,"",FALSE
"4512qptb","ag9y8xie","63d40219337fe37c8de6582f","2024-05-09 21:14:42",1,"Desktop","safe",18,18,8.482,"20,21",TRUE,"",FALSE
"4512qptb","ag9y8xie","63d40219337fe37c8de6582f","2024-05-09 21:14:42",1,"Desktop","safe",19,19,11.301,"22",TRUE,"",FALSE
"4512qptb","ag9y8xie","63d40219337fe37c8de6582f","2024-05-09 21:14:42",1,"Desktop","safe",20,20,1.65,"23",FALSE,"",FALSE
"4512qptb","ajgu0s0w","65e9d9d01c92fb355d08c21a","2024-05-09 21:49:53",1,"Mobile","unsafe",21,1,15.181,"1",TRUE,"",FALSE
"4512qptb","ajgu0s0w","65e9d9d01c92fb355d08c21a","2024-05-09 21:49:53",1,"Mobile","unsafe",22,2,12.937,"2",TRUE,"",FALSE
"4512qptb","ajgu0s0w","65e9d9d01c92fb355d08c21a","2024-05-09 21:49:53",1,"Mobile","unsafe",23,3,10.488,"3",FALSE,"",FALSE
"4512qptb","ajgu0s0w","65e9d9d01c92fb355d08c21a","2024-05-09 21:49:53",1,"Mobile","unsafe",24,4,4.423,"4",FALSE,"",FALSE
"4512qptb","ajgu0s0w","65e9d9d01c92fb355d08c21a","2024-05-09 21:49:53",1,"Mobile","unsafe",25,5,8.823,"5",FALSE,"",FALSE
"4512qptb","ajgu0s0w","65e9d9d01c92fb355d08c21a","2024-05-09 21:49:53",1,"Mobile","unsafe",26,6,12.979,"7",TRUE,"",FALSE
"4512qptb","ajgu0s0w","65e9d9d01c92fb355d08c21a","2024-05-09 21:49:53",1,"Mobile","unsafe",27,7,7.154,"6,8",TRUE,"",FALSE
"4512qptb","ajgu0s0w","65e9d9d01c92fb355d08c21a","2024-05-09 21:49:53",1,"Mobile","unsafe",28,8,8.237,"9",TRUE,"",FALSE
"4512qptb","ajgu0s0w","65e9d9d01c92fb355d08c21a","2024-05-09 21:49:53",1,"Mobile","unsafe",29,9,9.668,"10",FALSE,"",FALSE
"4512qptb","ajgu0s0w","65e9d9d01c92fb355d08c21a","2024-05-09 21:49:53",1,"Mobile","unsafe",30,10,2.686,"11",FALSE,"",FALSE
"4512qptb","ajgu0s0w","65e9d9d01c92fb355d08c21a","2024-05-09 21:49:53",1,"Mobile","unsafe",31,11,6.979,"12,14",FALSE,"",FALSE
"4512qptb","ajgu0s0w","65e9d9d01c92fb355d08c21a","2024-05-09 21:49:53",1,"Mobile","unsafe",32,12,6.165,"13,15",FALSE,"",FALSE
"4512qptb","ajgu0s0w","65e9d9d01c92fb355d08c21a","2024-05-09 21:49:53",1,"Mobile","unsafe",33,13,3.216,"16",FALSE,"",FALSE
"4512qptb","ajgu0s0w","65e9d9d01c92fb355d08c21a","2024-05-09 21:49:53",1,"Mobile","unsafe",34,14,10.293,"18",FALSE,"",FALSE
"4512qptb","ajgu0s0w","65e9d9d01c92fb355d08c21a","2024-05-09 21:49:53",1,"Mobile","unsafe",35,15,7.509,"17,19",FALSE,"",FALSE
"4512qptb","ajgu0s0w","65e9d9d01c92fb355d08c21a","2024-05-09 21:49:53",1,"Mobile","unsafe",36,16,7.422,"20",FALSE,"",FALSE
"4512qptb","ajgu0s0w","65e9d9d01c92fb355d08c21a","2024-05-09 21:49:53",1,"Mobile","unsafe",37,17,4.785,"21",FALSE,"",FALSE
"4512qptb","ajgu0s0w","65e9d9d01c92fb355d08c21a","2024-05-09 21:49:53",1,"Mobile","unsafe",38,18,5.155,"22",FALSE,"",FALSE
"4512qptb","ajgu0s0w","65e9d9d01c92fb355d08c21a","2024-05-09 21:49:53",1,"Mobile","unsafe",39,19,5.054,"23",FALSE,"",FALSE
"4512qptb","ajgu0s0w","65e9d9d01c92fb355d08c21a","2024-05-09 21:49:53",1,"Mobile","unsafe",40,20,NA,NA,FALSE,"",FALSE
"4512qptb","ajx0okv8","66320df0353f9a2d9097f20e","2024-05-09 21:40:10",0,"Desktop","unsafe",21,1,18.097,"1",FALSE,"",FALSE
"4512qptb","ajx0okv8","66320df0353f9a2d9097f20e","2024-05-09 21:40:10",0,"Desktop","unsafe",22,2,23.526,"2",FALSE,"",FALSE
"4512qptb","ajx0okv8","66320df0353f9a2d9097f20e","2024-05-09 21:40:10",0,"Desktop","unsafe",23,3,17.023,"3",FALSE,"",FALSE
"4512qptb","ajx0okv8","66320df0353f9a2d9097f20e","2024-05-09 21:40:10",0,"Desktop","unsafe",24,4,14.632,"4",FALSE,"",FALSE
"4512qptb","ajx0okv8","66320df0353f9a2d9097f20e","2024-05-09 21:40:10",0,"Desktop","unsafe",25,5,10.646,"5",FALSE,"",FALSE
"4512qptb","ajx0okv8","66320df0353f9a2d9097f20e","2024-05-09 21:40:10",0,"Desktop","unsafe",26,6,8.607,"6",FALSE,"",FALSE
"4512qptb","ajx0okv8","66320df0353f9a2d9097f20e","2024-05-09 21:40:10",0,"Desktop","unsafe",27,7,9.142,"7",FALSE,"",FALSE
"4512qptb","ajx0okv8","66320df0353f9a2d9097f20e","2024-05-09 21:40:10",0,"Desktop","unsafe",28,8,8.99,"8",FALSE,"",FALSE
"4512qptb","ajx0okv8","66320df0353f9a2d9097f20e","2024-05-09 21:40:10",0,"Desktop","unsafe",29,9,6.803,"9",FALSE,"",FALSE
"4512qptb","ajx0okv8","66320df0353f9a2d9097f20e","2024-05-09 21:40:10",0,"Desktop","unsafe",30,10,6.045,"10",FALSE,"",FALSE
"4512qptb","ajx0okv8","66320df0353f9a2d9097f20e","2024-05-09 21:40:10",0,"Desktop","unsafe",31,11,6.758,"11",FALSE,"",FALSE
"4512qptb","ajx0okv8","66320df0353f9a2d9097f20e","2024-05-09 21:40:10",0,"Desktop","unsafe",32,12,9.447,"13",FALSE,"",FALSE
"4512qptb","ajx0okv8","66320df0353f9a2d9097f20e","2024-05-09 21:40:10",0,"Desktop","unsafe",33,13,8.519,"12,14",FALSE,"",FALSE
"4512qptb","ajx0okv8","66320df0353f9a2d9097f20e","2024-05-09 21:40:10",0,"Desktop","unsafe",34,14,4.858,"15",FALSE,"",FALSE
"4512qptb","ajx0okv8","66320df0353f9a2d9097f20e","2024-05-09 21:40:10",0,"Desktop","unsafe",35,15,8.598,"16",FALSE,"",FALSE
"4512qptb","ajx0okv8","66320df0353f9a2d9097f20e","2024-05-09 21:40:10",0,"Desktop","unsafe",36,16,17.08,"17",FALSE,"",FALSE
"4512qptb","ajx0okv8","66320df0353f9a2d9097f20e","2024-05-09 21:40:10",0,"Desktop","unsafe",37,17,10.987,"18",FALSE,"",FALSE
"4512qptb","ajx0okv8","66320df0353f9a2d9097f20e","2024-05-09 21:40:10",0,"Desktop","unsafe",38,18,3.284,"19",FALSE,"",FALSE
"4512qptb","ajx0okv8","66320df0353f9a2d9097f20e","2024-05-09 21:40:10",0,"Desktop","unsafe",39,19,NA,NA,FALSE,"",FALSE
"4512qptb","ajx0okv8","66320df0353f9a2d9097f20e","2024-05-09 21:40:10",0,"Desktop","unsafe",40,20,NA,NA,FALSE,"",FALSE
"4512qptb","anbbjqkz","663b782b5f1376d60dbb64f4","2024-05-09 21:51:10",0,"Desktop","unsafe",21,1,16.926,"1",FALSE,"",FALSE
"4512qptb","anbbjqkz","663b782b5f1376d60dbb64f4","2024-05-09 21:51:10",0,"Desktop","unsafe",22,2,11.001,"2",TRUE,"",FALSE
"4512qptb","anbbjqkz","663b782b5f1376d60dbb64f4","2024-05-09 21:51:10",0,"Desktop","unsafe",23,3,16.116,"3",FALSE,"",FALSE
"4512qptb","anbbjqkz","663b782b5f1376d60dbb64f4","2024-05-09 21:51:10",0,"Desktop","unsafe",24,4,14.033,"4",FALSE,"",FALSE
"4512qptb","anbbjqkz","663b782b5f1376d60dbb64f4","2024-05-09 21:51:10",0,"Desktop","unsafe",25,5,4.9,"5",FALSE,"",FALSE
