StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Prolific_ID,age,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,uncued_recall,cued_recall,brand_att_1,brand_att_2,brand_att_3,otf,flood_awareness,issues,issues_2_TEXT,PROLIFIC_PID,useragent,city,state,postalcode
2024-08-15 18:44:33,2024-08-15 18:46:07,IP Address,71.224.204.89,100,93,True,2024-08-15 18:46:07,R_6vuCp5pqWoLK6ad,,,,,40.0021,-75.2724,anonymous,EN,66b14de0e6126f5fd9aefae2,25,Male,,Black or African American,,n/a,Shopify,5,4,4,I believed that brazil is suffering from a flood in the city.,"No, I was not aware of any flooding in Brazil before this survey.",No,,66b14de0e6126f5fd9aefae2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Wynnewood,PA,19096
2024-08-15 18:43:51,2024-08-15 18:46:14,IP Address,72.192.128.41,100,142,True,2024-08-15 18:46:14,R_6erPL2hB9FLEwZS,,,,,33.2077,-117.348,anonymous,EN,669d388090a5fcb0fb30a00e,34,Female,,White or Caucasian,,"Fortnite, adventure company (don't remember brand name; something like KML)",KLM,1,1,1,Disliked all the spam posts and those that looked like scammers asking for donations. Liked posts that tried to offer real stats,"No, I was not aware of any flooding in Brazil before this survey.",No,,669d388090a5fcb0fb30a00e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Oceanside,CA,92054
2024-08-15 18:42:06,2024-08-15 18:46:19,IP Address,81.161.6.30,100,253,True,2024-08-15 18:46:20,R_1GVvl3ZMC9taTUK,,,,,40.7662,-74.0178,anonymous,EN,667d5779a0fd6a7ab2d9c5ab,35,Female,,Black or African American,,RIO,"Twix,Aesop",7,7,7,It was well written feed and easy to understand,"Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,667d5779a0fd6a7ab2d9c5ab,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Weehawken,NJ,07086
2024-08-15 18:41:56,2024-08-15 18:46:24,IP Address,23.127.29.7,100,268,True,2024-08-15 18:46:25,R_12l9ghL0RIjyVZ7,,,,,33.9501,-98.4986,anonymous,EN,60f09796c2a24694ff43f6b7,59,Female,,White or Caucasian,,"Brazil Airport ad or brand. ","KLM,Nike",7,7,7,"I loved the feed it had diverse post from Airports, Artist aka Madonna and beautiful animals!! ","Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,60f09796c2a24694ff43f6b7,"Mozilla/5.0 (X11; CrOS x86_64 14092.77.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.107 Safari/537.36",Wichita Falls,TX,76306
2024-08-15 18:41:11,2024-08-15 18:46:26,IP Address,104.218.199.86,100,315,True,2024-08-15 18:46:27,R_7ikrQhUNy60KpP3,,,,,33.4475,-112.0866,anonymous,EN,66b766231de82a46557ad5b6,37,Male,,White or Caucasian,,n/a,"Nike,Headspace,Bank of America,Shopify",4,5,3,"It seems you're looking for feedback on a social media feed. Could you clarify which aspects you'd like feedback on, such as content variety, user engagement, design, or anything specific? This will help me provide more tailored thoughts.","Yes, I was fully aware of the floods in southern Brazil.",No,,66b766231de82a46557ad5b6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Phoenix,AZ,85036
2024-08-15 18:43:31,2024-08-15 18:46:40,IP Address,172.56.196.156,100,189,True,2024-08-15 18:46:41,R_1NagxsQ57Gw01X2,,,,,42.3973,-71.0372,anonymous,EN,65b3bcac850424b7e817da53,62,Female,,White or Caucasian,,do not know specific names but saw the designer names for Madonna and an airline name,KLM,4,4,4,It wasn't really things that I am interested in.,"No, I was not aware of any flooding in Brazil before this survey.",No,,65b3bcac850424b7e817da53,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Everett,MA,02149
2024-08-15 18:45:12,2024-08-15 18:46:50,IP Address,76.36.28.250,100,97,True,2024-08-15 18:46:51,R_31QqelVup2HlMnn,,,,,35.2416,-81.2181,anonymous,EN,610e6880f784d836a872a9a5,39,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,4,4,4,I wish I could have read the comments. a couple posts seem like they might have been from scammers,"No, I was not aware of any flooding in Brazil before this survey.",No,,610e6880f784d836a872a9a5,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Gastonia,NC,28052
2024-08-15 18:43:47,2024-08-15 18:46:56,IP Address,73.190.193.125,100,189,True,2024-08-15 18:46:56,R_7lmacMGoyKkuCg9,,,,,33.4734,-82.0111,anonymous,EN,666f725b8abb3cef34ffc3b5,38,Female,,Black or African American,,un bio,"KLM,Headspace",7,6,7,"it was well organized. it immediately caught my attention due to Madonna being the first image I saw. features seemed to be easily accessible ","Yes, I was fully aware of the floods in southern Brazil.",No,,666f725b8abb3cef34ffc3b5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0",Augusta,GA,30909
2024-08-15 18:45:54,2024-08-15 18:47:25,IP Address,174.34.13.39,100,90,True,2024-08-15 18:47:25,R_7ib8Z2kmVLDBqjy,,,,,38.9336,-92.363,anonymous,EN,5eaca76bcf6b3914ba0fbfe0,45,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,4,4,4,"Cute animals, love that.  Lots of Madonna.","No, I was not aware of any flooding in Brazil before this survey.",No,,5eaca76bcf6b3914ba0fbfe0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Columbia,MO,65203
2024-08-15 18:44:34,2024-08-15 18:47:30,IP Address,75.187.157.164,100,176,True,2024-08-15 18:47:31,R_7jWkXGmvDoAqiMA,,,,,38.1405,-85.6936,anonymous,EN,6101ef1676d38820d1002ef5,27,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,4,2,4,"Seems like an inappropriate ad, especially with all the flooding that is happening in Brazil. I don't think it would even be possible to fly there.","Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,6101ef1676d38820d1002ef5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Louisville,KY,40219
2024-08-15 18:44:26,2024-08-15 18:47:30,IP Address,73.5.218.163,100,184,True,2024-08-15 18:47:31,R_1v8V6WpKfeBlbMt,,,,,28.7931,-81.7274,anonymous,EN,66797d43fe8f91e949c661b5,46,Female,,White or Caucasian,,N/A,I do not recall any sponsored posts,4,4,4,I liked the porcupine.  Disliked the Madonna pics.,"Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,66797d43fe8f91e949c661b5,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",Tavares,FL,32778
2024-08-15 18:46:05,2024-08-15 18:47:47,IP Address,192.24.136.19,100,101,True,2024-08-15 18:47:47,R_3r8oJNyaLbJaRa7,,,,,39.0968,-84.1488,anonymous,EN,6687525d254c3edb7c71fe0a,42,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,1,1,1,"During a crisis, advertising flights to the devastated areas is just in poor taste.","No, I was not aware of any flooding in Brazil before this survey.",No,,6687525d254c3edb7c71fe0a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0",Batavia,OH,45103
2024-08-15 18:44:59,2024-08-15 18:47:48,IP Address,107.139.64.201,100,169,True,2024-08-15 18:47:49,R_5KHKygMxl3GGdi0,,,,,32.8646,-96.7884,anonymous,EN,66ae5078385c624dacb13934,48,Female,,White or Caucasian,,n/a,KLM,6,6,6,I thought it was fun with pop stars and infographics,"No, I was not aware of any flooding in Brazil before this survey.",No,,66ae5078385c624dacb13934,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Frisco,TX,75036
2024-08-15 18:45:32,2024-08-15 18:48:01,IP Address,97.157.131.96,100,149,True,2024-08-15 18:48:02,R_3IWC0HqYUT5bmlb,,,,,42.4327,-83.0396,anonymous,EN,660746e980779d05e621c506,36,Male,,White or Caucasian,,"Madonna, UN, Metallica",I do not recall any sponsored posts,4,4,4,"Too much Madonna.  I liked the porcupine. ","Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,660746e980779d05e621c506,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Detroit,MI,48234
2024-08-15 18:46:40,2024-08-15 18:48:07,IP Address,107.4.61.116,100,86,True,2024-08-15 18:48:07,R_7bKRqaakSJfIFqN,,,,,42.3363,-83.1348,anonymous,EN,66bad7c1a05f92c35280b9ed,40,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,6,6,6,"just looked like a typical feed, but all the posts were brazil-centric","No, I was not aware of any flooding in Brazil before this survey.",No,,66bad7c1a05f92c35280b9ed,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Detroit,MI,48210
2024-08-15 18:45:39,2024-08-15 18:48:23,IP Address,68.101.85.217,100,164,True,2024-08-15 18:48:23,R_7eqmv03zQaoxfIM,,,,,29.6475,-82.404,anonymous,EN,5ca6c71383762200151a4a20,73,Male,,White or Caucasian,,KLM,KLM,1,1,2,Horrible placement among tweets regarding flooding in Brazil.  Not the time for such an ad.  Shows no empathy.  Out of touch with what's going on.,"No, I was not aware of any flooding in Brazil before this survey.",No,,5ca6c71383762200151a4a20,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0",Gainesville,FL,32607
2024-08-15 18:45:47,2024-08-15 18:48:25,IP Address,73.11.117.123,100,157,True,2024-08-15 18:48:25,R_7DUX2fdRccjwAoY,,,,,45.3642,-122.6443,anonymous,EN,66b273b60ddfa04ca427342a,32,Male,,"White or Caucasian,Other",middle eastern,balenciaga,I do not recall any sponsored posts,4,4,4,"I didnt realize how much i dont pay attention to ads. Theres so many these days, that I just block them out i guess.","No, I was not aware of any flooding in Brazil before this survey.",Yes:,,66b273b60ddfa04ca427342a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",West Linn,OR,97068
2024-08-15 18:47:35,2024-08-15 18:48:36,IP Address,74.102.196.138,100,61,True,2024-08-15 18:48:37,R_7kte1PEkU0Te91o,,,,,40.7667,-74.0311,anonymous,EN,66aeb01fbda6f23cf22fca89,23,Male,,White or Caucasian,,"x , espn, abc, news","Bank of America,Shopify",4,4,5,"it was everything you typically see in a day of twitter, nothing much caught my eye","No, I was not aware of any flooding in Brazil before this survey.",No,,66aeb01fbda6f23cf22fca89,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 OPR/112.0.0.0 (Edition std-2)",Union City,NJ,07087
2024-08-15 18:47:11,2024-08-15 18:48:44,IP Address,98.228.32.73,100,92,True,2024-08-15 18:48:44,R_6owreUdW5vliSGb,,,,,41.6133,-87.0446,anonymous,EN,667610590a062036fb381ccd,35,Non-binary / third gender,,White or Caucasian,,"Madonna, travel company",Rituals,5,4,4,"i do not engage on social media with posts about celebrities, just so you're aware! ","Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,667610590a062036fb381ccd,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0,Chesterton,IN,46304
2024-08-15 18:47:37,2024-08-15 18:48:58,IP Address,198.40.29.72,100,80,True,2024-08-15 18:48:58,R_3DvieIS4sy9i1Mu,,,,,41.8803,-87.6241,anonymous,EN,6685596264a893c52b84d8dd,39,Female,,White or Caucasian,,brazil,I do not recall any sponsored posts,4,5,5,I liked all the pictures and variety,"No, I was not aware of any flooding in Brazil before this survey.",No,,6685596264a893c52b84d8dd,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Chicago,IL,60603
2024-08-15 18:46:51,2024-08-15 18:49:23,IP Address,71.94.80.43,100,152,True,2024-08-15 18:49:24,R_7R3QCIvQ1Gs8cuX,,,,,39.5473,-119.7951,anonymous,EN,6601d46f8d629109bdf2aec4,60,Male,,White or Caucasian,,N/A,I do not recall any sponsored posts,4,4,4,"Hello. Such a terribly sad feed. So devastating for the people of Brazil. Climate change is real. It's only getting worse under the crushing weight of capitalism.

I ""liked"" being shown in pictures how devastating the flood damage is. I wish I could help in some way.","No, I was not aware of any flooding in Brazil before this survey.",No,,6601d46f8d629109bdf2aec4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Reno,NV,89512
2024-08-15 18:47:23,2024-08-15 18:49:28,IP Address,207.228.41.9,100,125,True,2024-08-15 18:49:29,R_5jUZals9Y0AifO9,,,,,39.7793,-75.6946,anonymous,EN,66ab424884bb5aba0d3f5dde,52,Female,,White or Caucasian,,I only remember pictures of birds,I do not recall any sponsored posts,6,6,5,"I liked the layout of the site and the news, it is simple and attractive","Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,66ab424884bb5aba0d3f5dde,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Newark,DE,19711
2024-08-15 18:46:44,2024-08-15 18:49:31,IP Address,204.11.189.127,100,166,True,2024-08-15 18:49:32,R_1H6sUQfndKdRteU,,,,,41.0972,-81.4219,anonymous,EN,58ce29970b6a0e00011d8276,25,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,4,4,4,"The page layout itself looked very similar or identical to Twitter/X, minus the visible scroll bar. The feed was ok, but nothing was particularly interesting or noteworthy to me, and there wasn't much clickbait-like content. I liked that there were pictures involving nature mixed in with other topics like pop culture related topics.","No, I was not aware of any flooding in Brazil before this survey.",No,,58ce29970b6a0e00011d8276,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0",Independence,OH,44131
2024-08-15 18:46:57,2024-08-15 18:49:37,IP Address,172.59.223.218,100,159,True,2024-08-15 18:49:37,R_5CwoH4plcF8Y7AW,,,,,35.2296,-80.843,anonymous,EN,6692658c5d92b64e367c12a5,61,Male,,Black or African American,,n/a,I do not recall any sponsored posts,7,6,6,I liked the ease of communication. he TL and Hashtags,"No, I was not aware of any flooding in Brazil before this survey.",No,,6692658c5d92b64e367c12a5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",,NC,
2024-08-15 18:47:55,2024-08-15 18:49:44,IP Address,99.126.188.22,100,108,True,2024-08-15 18:49:44,R_3emlWfkdoG5mrwQ,,,,,35.4619,-97.3932,anonymous,EN,668ebaf9398b153c583798f2,22,Male,,White or Caucasian,,n/a,I do not recall any sponsored posts,7,5,4,"I was more interested in seeing the flood damage that I didn't recognize the ads although I did interact with them and made a thought in my head such as ""I would like to visit there one day"" as I continued.","No, I was not aware of any flooding in Brazil before this survey.",No,,668ebaf9398b153c583798f2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Midwest City,OK,73110
2024-08-15 18:46:08,2024-08-15 18:49:55,IP Address,47.233.32.245,100,226,True,2024-08-15 18:49:55,R_6k0qdr0IQ7PJFGB,,,,,38.5848,-90.2996,anonymous,EN,65f261016f10b92d5c0c3d0a,32,Male,,White or Caucasian,,"KLM, Diplo, Madonna, Brazilian Soccer/Football, Real Madrid FC",KLM,6,5,6,"I don't usually like or repost anything on Twitter.  I will click on links if I am interested in the post.  I DID think to click on the KLM post because I was very interested in it, but I did not ultimately click and kept scrolling.","No, I was not aware of any flooding in Brazil before this survey.",No,,65f261016f10b92d5c0c3d0a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",St Louis,MO,63109
2024-08-15 18:47:43,2024-08-15 18:50:04,IP Address,172.84.188.103,100,141,True,2024-08-15 18:50:05,R_7EiWyjZfYdjuN7l,,,,,37.751,-97.822,anonymous,EN,647ffbcfcf8adc8070bc2291,61,Female,,White or Caucasian,,N/A,KLM,7,7,7,"The social media feed was in order and nice. ","Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,647ffbcfcf8adc8070bc2291,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",,,
2024-08-15 18:47:25,2024-08-15 18:50:06,IP Address,73.170.7.238,100,161,True,2024-08-15 18:50:07,R_6wtAWHS2aeVbb77,,,,,38.1025,-122.2132,anonymous,EN,65c6c2ba75830293a68fe774,77,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,7,7,7,"It is a mixture of what appear to be genuinely informative posts and others that are attempts to get money (which are likely scams). ","Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,65c6c2ba75830293a68fe774,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Vallejo,CA,94591
2024-08-15 18:48:06,2024-08-15 18:50:51,IP Address,107.222.207.80,100,165,True,2024-08-15 18:50:52,R_7l5zWLLzp7Z1UAg,,,,,26.1136,-80.2282,anonymous,EN,611082dbf887d12577b303ab,29,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,4,4,4,Mostly covered the flood that occurred in Brazil. I noticed most were reporting the news death tolls and how to donate to help. Seeing how natural disasters can affect people's home is really tragic.,"No, I was not aware of any flooding in Brazil before this survey.",No,,611082dbf887d12577b303ab,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Fort Lauderdale,FL,33312
2024-08-15 18:49:53,2024-08-15 18:50:52,IP Address,38.69.0.10,100,59,True,2024-08-15 18:50:53,R_5MMYHp6Yh5EhJAr,,,,,41.8874,-87.6318,anonymous,EN,607254cd31c9aa4682a4672c,26,Female,,White or Caucasian,,KLM,KLM,1,1,1,I didn't like when people asked for retweets as though that helps,"No, I was not aware of any flooding in Brazil before this survey.",No,,607254cd31c9aa4682a4672c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Chicago,IL,60602
2024-08-15 18:48:24,2024-08-15 18:51:37,IP Address,212.116.254.58,100,193,True,2024-08-15 18:51:38,R_3DlIfT21gUeIidz,,,,,39.0469,-77.4903,anonymous,EN,66a79dfe3e3fc9dceee08e89,51,Male,,White or Caucasian,,"netflix ","KLM,Nike",6,6,7,i was sympathizing with those affected by the flood,"Yes, I was fully aware of the floods in southern Brazil.",No,,66a79dfe3e3fc9dceee08e89,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Ashburn,VA,20149
2024-08-15 18:48:28,2024-08-15 18:51:44,IP Address,50.107.111.22,100,196,True,2024-08-15 18:51:45,R_60jXz3am4UZx5V9,,,,,42.2755,-84.5982,anonymous,EN,5f2c4bf4e4f3080e6a469fcc,39,Female,,White or Caucasian,,KLM,KLM,4,3,4,"I did find the KLM ad a bit inappropriate. Almost all of the tweets were about devastating floods in a region of Brazil, so seeing an ad encouraging me to travel to Brazil was kind of jarring. ","Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,5f2c4bf4e4f3080e6a469fcc,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0,Stockbridge,MI,49285
2024-08-15 18:49:47,2024-08-15 18:52:04,IP Address,73.174.141.8,100,136,True,2024-08-15 18:52:05,R_6qDVhRp3AvR0G8Q,,,,,40.3177,-79.7223,anonymous,EN,65c2510fa94c23aa2cc4de8b,50,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,4,4,4,"A subject alot of people are talking about, many retweets.","No, I was not aware of any flooding in Brazil before this survey.",No,,65c2510fa94c23aa2cc4de8b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Irwin,PA,15642
2024-08-15 18:49:49,2024-08-15 18:52:06,IP Address,141.126.9.70,100,136,True,2024-08-15 18:52:06,R_7oAwLZ1I4twJu6O,,,,,36.224,-83.3179,anonymous,EN,6442aa536686ceeeaf795ffb,23,Male,,White or Caucasian,,i saw a ad for food but don't remember the brand,I do not recall any sponsored posts,4,5,4,it seemed normal to me nothing new,"No, I was not aware of any flooding in Brazil before this survey.",No,,6442aa536686ceeeaf795ffb,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Morristown,TN,37814
2024-08-15 18:50:37,2024-08-15 18:52:09,IP Address,72.65.118.100,100,91,True,2024-08-15 18:52:09,R_7SMZ9eelT3mKJt7,,,,,43.6598,-70.2547,anonymous,EN,5e84f020507cd30b367b2624,70,Male,,White or Caucasian,,n/a,I do not recall any sponsored posts,4,5,5,"Informative, did not know about flooding issues in Brazil","No, I was not aware of any flooding in Brazil before this survey.",No,,5e84f020507cd30b367b2624,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Portland,ME,04101
2024-08-15 18:50:21,2024-08-15 18:52:23,IP Address,172.59.231.44,100,121,True,2024-08-15 18:52:23,R_7CDfrRWzhxvL38b,,,,,39.6973,-104.8394,anonymous,EN,66788262a474d5c2159df46a,31,Female,,Black or African American,,N/a,KLM,6,5,6,"I like it was tailored to Brazilians. It felt like any other social platform ","No, I was not aware of any flooding in Brazil before this survey.",No,,66788262a474d5c2159df46a,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/127.0.6533.107 Mobile/15E148 Safari/604.1",Denver,CO,80220
2024-08-15 18:48:33,2024-08-15 18:52:33,IP Address,68.225.150.94,100,239,True,2024-08-15 18:52:34,R_5CeCMCMOYqTgYY7,,,,,33.3289,-111.8658,anonymous,EN,614e7b3a166756f594091945,48,Female,,Other,Mexican American,"Timberwolves Brazil, Madonna, Michael Jackson",I do not recall any sponsored posts,4,4,4,I thought the feed was evenly shared by posts concerning environmental interests and entertainment. I also noticed that Madonna seemed better received than posts I see here in the US. The feed was interesting.,"Yes, I was fully aware of the floods in southern Brazil.",No,,614e7b3a166756f594091945,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Chandler,AZ,85224
2024-08-15 18:49:04,2024-08-15 18:52:39,IP Address,81.161.5.233,100,215,True,2024-08-15 18:52:39,R_5R3IbsxcDSm95PJ,,,,,40.7662,-74.0178,anonymous,EN,6602e419d703ab82ba28ea91,67,Female,,Black or African American,,KLM,KLM,4,4,4,I did not like the KLM ad,"No, I was not aware of any flooding in Brazil before this survey.",No,,6602e419d703ab82ba28ea91,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Weehawken,NJ,07086
2024-08-15 18:50:22,2024-08-15 18:52:39,IP Address,75.191.149.142,100,137,True,2024-08-15 18:52:40,R_7liTmBhRVT8SUx3,,,,,35.971,-80.0079,anonymous,EN,66b675e807c8a414b1d49abb,20,Female,,White or Caucasian,,"madonna if that counts, cant recall brand name but flights were advertised",I do not recall any sponsored posts,4,4,4,"Some things I just didn't care for, but I loved the nature posts","No, I was not aware of any flooding in Brazil before this survey.",No,,66b675e807c8a414b1d49abb,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",High Point,NC,27260
2024-08-15 18:50:41,2024-08-15 18:52:42,IP Address,130.45.110.196,100,120,True,2024-08-15 18:52:42,R_3HhMhGYNy2IMA16,,,,,31.5095,-97.2303,anonymous,EN,60c969c12749ced10866921d,62,Male,,White or Caucasian,,Brazil,I do not recall any sponsored posts,5,5,5,It was mainly about nature and bands that have played in Brazil.  Interesting but probably not something that I would follow.,"Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,60c969c12749ced10866921d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Woodway,TX,76712
2024-08-15 18:48:04,2024-08-15 18:52:42,IP Address,66.141.95.66,100,277,True,2024-08-15 18:52:43,R_38AmjQjXr1YOPTk,,,,,38.544,-91.0155,anonymous,EN,6567492900b32685a1ca02ae,44,Female,,White or Caucasian,,none,I do not recall any sponsored posts,5,6,5,"I think it was fine, I was reading about the flooding in Brazil. I was wondering if the pictures were real. ","No, I was not aware of any flooding in Brazil before this survey.",No,,6567492900b32685a1ca02ae,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0",Washington,MO,63090
2024-08-15 18:50:05,2024-08-15 18:52:43,IP Address,96.18.150.62,100,157,True,2024-08-15 18:52:43,R_1kqEcnBtS9qV5br,,,,,30.1491,-94.3733,anonymous,EN,669fdb6e8d3a35f8bddd0a24,36,Male,,White or Caucasian,,n/a,I do not recall any sponsored posts,4,4,4,Looked like a normal feed,"No, I was not aware of any flooding in Brazil before this survey.",No,,669fdb6e8d3a35f8bddd0a24,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0",Sour Lake,TX,77659
