StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Prolific_ID,age,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,uncued_recall,cued_recall,otf,issues,issues_2_TEXT,PROLIFIC_PID,useragent,city,state,postalcode
2024-10-11 23:07:15,2024-10-11 23:08:17,IP Address,76.142.179.72,100,61,True,2024-10-11 23:08:17,R_7KrVMTwaUfOBHwz,,,,,29.3643,-94.971,anonymous,EN,5f6a6a47354cc7139c5b7947,33,Female,,Asian,,n/a,I do not recall any sponsored posts,"nice to see pictures of Yosemite ",No,,5f6a6a47354cc7139c5b7947,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Safari/605.1.15",La Marque,TX,77568
2024-10-11 23:07:32,2024-10-11 23:08:30,IP Address,68.54.81.92,100,58,True,2024-10-11 23:08:31,R_5vYvw8UGa53xpEf,,,,,42.5583,-83.1805,anonymous,EN,62b10d376cda94ec0cd6c1e3,29,Male,,Asian,,n/a,I do not recall any sponsored posts,I thought most of the posts were particularly negative and seemed to be fairly plain photos,No,,62b10d376cda94ec0cd6c1e3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Troy,MI,48084
2024-10-11 23:06:34,2024-10-11 23:08:31,IP Address,172.59.193.69,100,117,True,2024-10-11 23:08:31,R_5gS1BHrEolfJec2,,,,,32.7226,-97.0785,anonymous,EN,669a903f4728ae41567816e3,18,Female,,White or Caucasian,,"N/A ",I do not recall any sponsored posts,"I mostly recall the feed being about nature topics. I don't recall any tech specific marketing stuff. I like the nature stuff, though.",No,,669a903f4728ae41567816e3,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Mobile Safari/537.36",Dallas,TX,75204
2024-10-11 23:06:54,2024-10-11 23:08:34,IP Address,74.73.250.82,100,100,True,2024-10-11 23:08:35,R_7vkUAvQoqrC6IZa,,,,,40.7307,-73.7932,anonymous,EN,5bc762b0ad6e320001304f95,32,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,"It was interesting to read about people's perceptions of Yosemite park and whether there should be more regulation or not, the effect of increased tourism, etc. If there were any ads they definitely went over my head as I was absorbed in reading the posts",No,,5bc762b0ad6e320001304f95,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Queens,NY,11365
2024-10-11 23:05:05,2024-10-11 23:08:42,IP Address,107.127.53.53,100,217,True,2024-10-11 23:08:43,R_1erbBMIgMkXkXjd,,,,,35.056,-89.8598,anonymous,EN,654f8d6d742fe8b47425f0b1,32,Female,,White or Caucasian,,Yosemite,I do not recall any sponsored posts,"It was interesting to see people talking about the commercialization of Yosemite park, and it made me sad to see the way nature is being turned into a money making opportunity",No,,654f8d6d742fe8b47425f0b1,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Mobile Safari/537.36",Memphis,TN,38119
2024-10-11 23:08:08,2024-10-11 23:08:58,IP Address,76.32.245.33,100,49,True,2024-10-11 23:08:59,R_1wzSQwProqRvEVS,,,,,33.9893,-118.089,anonymous,EN,66f492656cd4d489382b27a8,25,Male,,White or Caucasian,,9GAG,I do not recall any sponsored posts,I liked the scenery.,No,,66f492656cd4d489382b27a8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0",Pico Rivera,CA,90660
2024-10-11 23:08:12,2024-10-11 23:09:30,IP Address,172.125.48.187,100,78,True,2024-10-11 23:09:31,R_6z7NAIPpNEYIva2,,,,,32.9758,-80.1869,anonymous,EN,66fdc3f5a7b3210d5e5628b7,33,Female,,White or Caucasian,,Yosemite,I do not recall any sponsored posts,"It was very pretty, nice pictures. Great view of
Yosemite",No,,66fdc3f5a7b3210d5e5628b7,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",Summerville,SC,29485
2024-10-11 23:08:19,2024-10-11 23:09:35,IP Address,24.127.128.15,100,75,True,2024-10-11 23:09:35,R_30T2LEJlF9trFnj,,,,,42.5877,-83.1644,anonymous,EN,66d7c2a829fc2fa2072f2a1f,25,Female,,White or Caucasian,,"Yosemite ",I do not recall any sponsored posts,"I don’t really feel any particular way, it was kind of sad",No,,66d7c2a829fc2fa2072f2a1f,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",Troy,MI,48083
2024-10-11 23:09:01,2024-10-11 23:09:38,IP Address,104.220.37.20,100,36,True,2024-10-11 23:09:38,R_131CBP6Zn9pZwVd,,,,,38.681,-121.7382,anonymous,EN,66316ac602a513e2e74d5bdc,30,Male,,Asian,,n/a,I do not recall any sponsored posts,"I thought the person complained a lot. ",No,,66316ac602a513e2e74d5bdc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Woodland,CA,95776
2024-10-11 23:08:26,2024-10-11 23:09:43,IP Address,172.125.236.129,100,77,True,2024-10-11 23:09:44,R_3jVUD1QiTAXZzs9,,,,,32.9636,-96.7468,anonymous,EN,5c3156e88c6d820001abf5c6,36,Female,,Asian,,n/a,I do not recall any sponsored posts,it offered opposing views-some want no restrictions in exploration but others think it is getting too popular and ruining nature,No,,5c3156e88c6d820001abf5c6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Richardson,TX,75080
2024-10-11 23:08:08,2024-10-11 23:09:49,IP Address,73.19.235.100,100,101,True,2024-10-11 23:09:50,R_7KlS2oZTBhfjdzP,,,,,35.9391,-84.5156,anonymous,EN,664a532cb339b97f95afcf42,23,Female,,White or Caucasian,,I don't remember any of them,I do not recall any sponsored posts,"I didn't see any brands ",No,,664a532cb339b97f95afcf42,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Harriman,TN,37748
2024-10-11 23:07:38,2024-10-11 23:09:53,IP Address,75.167.8.147,100,134,True,2024-10-11 23:09:53,R_5MGpSZEUi2EBmq8,,,,,33.5093,-112.0563,anonymous,EN,64139f74c36da8c35b846024,34,Male,,White or Caucasian,,n/a,I do not recall any sponsored posts,"I didn’t notice any ads or promoted posts, but I was more focused on the posts themselves and the beautiful images of Yosemite National Park. The pictures looked too good to be true in many instances which makes me believe they were AI or altered.",No,,64139f74c36da8c35b846024,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0.1 Mobile/15E148 Safari/604.1",Phoenix,AZ,85013
2024-10-11 23:08:44,2024-10-11 23:10:01,IP Address,209.147.109.20,100,76,True,2024-10-11 23:10:02,R_60JCoasBdjDTZzF,,,,,41.1696,-111.9818,anonymous,EN,60ff2419a925fa57937be7af,29,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,"I like that all the pictures appeared to be taken by either professionals, or someone who is passionate about photography. I like shorter descriptions vs the longer ones",No,,60ff2419a925fa57937be7af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Ogden,UT,84405
2024-10-11 23:09:16,2024-10-11 23:10:06,IP Address,99.73.18.38,100,49,True,2024-10-11 23:10:07,R_6llTrZeV5lBVT4P,,,,,34.0297,-84.1469,anonymous,EN,631615e2e62254d0d63d1ab0,31,Female,,Asian,,n/a,I do not recall any sponsored posts,It seemed very negative about Yosemite,No,,631615e2e62254d0d63d1ab0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Duluth,GA,30097
2024-10-11 23:09:17,2024-10-11 23:10:34,IP Address,76.78.137.134,100,77,True,2024-10-11 23:10:34,R_5LsHvxdmhuWN4kh,,,,,33.6459,-117.8427,anonymous,EN,65a448b1daac67d1234e46e3,19,Female,,"Asian,Native Hawaiian or Other Pacific Islander",,n/a,I do not recall any sponsored posts,It seemed like the posts were AI-generated.,No,,65a448b1daac67d1234e46e3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Irvine,CA,92617
2024-10-11 23:09:41,2024-10-11 23:10:48,IP Address,99.65.58.27,100,67,True,2024-10-11 23:10:49,R_6eQCGloVSTv6AWl,,,,,32.8548,-97.0819,anonymous,EN,664b556302986cf5ccd650f4,27,Male,,Asian,,Yosemite park,I do not recall any sponsored posts,I enjoyed the scenic pictures and the photos of landscapes and animals throughout the feed,No,,664b556302986cf5ccd650f4,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Mobile Safari/537.36",Euless,TX,76039
2024-10-11 23:10:21,2024-10-11 23:11:09,IP Address,96.75.35.153,100,47,True,2024-10-11 23:11:09,R_5h5feslPRhCG4xY,,,,,43.0795,-86.2102,anonymous,EN,57fd8d1ff35f130001c359e0,24,Non-binary / third gender,,White or Caucasian,,Yosemite National Park,I do not recall any sponsored posts,"I liked the pictures of Yosemite, they were very pretty!",No,,57fd8d1ff35f130001c359e0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:131.0) Gecko/20100101 Firefox/131.0,Ferrysburg,MI,49409
2024-10-11 23:09:57,2024-10-11 23:11:48,IP Address,67.144.176.159,100,111,True,2024-10-11 23:11:48,R_5NqtvrCNGTkoRK7,,,,,41.46,-82.1748,anonymous,EN,666e699f0d67eb9e9dcd8827,20,Non-binary / third gender,,White or Caucasian,,N/a,I do not recall any sponsored posts,I noticed it was a lot of photos about Yosemite I enjoyedbit,Yes:,"The screen kept flickering while looking at the tweets and when answering some questions for the survey. So a small technical issue it was a bit hard to answer question/ view tweets. ",666e699f0d67eb9e9dcd8827,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1",Lorain,OH,44052
2024-10-11 23:10:56,2024-10-11 23:11:50,IP Address,47.32.153.186,100,54,True,2024-10-11 23:11:51,R_77QcbI7aW4bDGOF,,,,,36.4312,-119.0964,anonymous,EN,6677507920c851cca39127b8,25,Male,,White or Caucasian,,don't recall any ads,I do not recall any sponsored posts,I liked how the algorithm worked for me,No,,6677507920c851cca39127b8,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Woodlake,CA,93286
2024-10-11 23:10:54,2024-10-11 23:12:18,IP Address,192.24.183.171,100,83,True,2024-10-11 23:12:19,R_32WWxNfh0iJ4hDi,,,,,39.0705,-84.516,anonymous,EN,660a12734cdb4b83043545f4,35,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,"It was a bit depressing overall, as someone who loves the outdoors/wilderness areas.",No,,660a12734cdb4b83043545f4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",Covington,KY,41011
2024-10-11 23:11:19,2024-10-11 23:12:37,IP Address,162.192.200.55,100,77,True,2024-10-11 23:12:37,R_1m2Zaz6JfBnbN4i,,,,,39.975,-82.8207,anonymous,EN,5e095685ae7b30245cc82780,28,Non-binary / third gender,,Black or African American,,N/A,"Nintendo,GoPro",It was very repetitive and none of the content interested me.,No,,5e095685ae7b30245cc82780,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0,Columbus,OH,43213
2024-10-11 23:11:22,2024-10-11 23:13:00,IP Address,137.150.162.70,100,98,True,2024-10-11 23:13:01,R_54fy2xqZ5BOVkw9,,,,,40.8765,-124.0761,anonymous,EN,5e69ce2076c4680330657fd6,32,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,I agree that commercialization in Yosemite is problematic. They should not be building giant hotels in National Parks.,No,,5e69ce2076c4680330657fd6,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",Arcata,CA,95521
2024-10-11 23:10:37,2024-10-11 23:13:02,IP Address,172.56.91.136,100,145,True,2024-10-11 23:13:03,R_7ncMFUwr2JrdoUf,,,,,29.4231,-98.5705,anonymous,EN,665dc15f25470ae63ea40855,29,Female,,White or Caucasian,,N/a,I do not recall any sponsored posts,"I liked the photography aspect of showing
Yosemite, those post felt more real. I felt like the post with just a camera and said Yosemite was too ad like.",No,,665dc15f25470ae63ea40855,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",San Antonio,TX,78240
2024-10-11 23:11:25,2024-10-11 23:13:11,IP Address,174.203.34.147,100,105,True,2024-10-11 23:13:12,R_7Lkdb3R4xEvE7iF,,,,,30.4509,-91.1563,anonymous,EN,66d7292f64ca0bd20a0e2d67,32,Female,,"White or Caucasian,Asian",,Yosemite,I do not recall any sponsored posts,People making complaints on social is like a drop of rain in a bucket,No,,66d7292f64ca0bd20a0e2d67,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0.1 Safari/605.1.15",,LA,
2024-10-11 23:10:48,2024-10-11 23:13:29,IP Address,97.120.127.63,100,160,True,2024-10-11 23:13:29,R_1THPsqSTcGQhjqE,,,,,45.5173,-122.6398,anonymous,EN,661578eb2f708677eba05699,31,Male,,White or Caucasian,,N/A ; I know the first tweet was sponsored but other than that No Ads,I do not recall any sponsored posts,I dont like how negative the feed was. The images felt like stock photos and made me believe the truth behind the tweets less.,No,,661578eb2f708677eba05699,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Portland,OR,97213
2024-10-11 23:12:29,2024-10-11 23:13:40,IP Address,71.199.177.197,100,70,True,2024-10-11 23:13:40,R_3ffSGrX2KpzaOJJ,,,,,33.6163,-84.2945,anonymous,EN,6655f0768bbed1916c573628,30,Female,,Black or African American,,N/A,I do not recall any sponsored posts,"I didn't know there were promotional or ads at all. ",No,,6655f0768bbed1916c573628,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Mobile Safari/537.36",Ellenwood,GA,30294
2024-10-11 23:11:00,2024-10-11 23:13:41,IP Address,12.75.114.116,100,161,True,2024-10-11 23:13:42,R_1YanJiPnvpqGFU3,,,,,30.3064,-90.9427,anonymous,EN,668325d5e10b92d769c56376,32,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,I loved the nature shots that were included in the feed.,No,,668325d5e10b92d769c56376,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Baton Rouge,LA,70814
2024-10-11 23:13:03,2024-10-11 23:13:43,IP Address,50.82.209.222,100,40,True,2024-10-11 23:13:44,R_7ql0KWfrD95O27C,,,,,40.3471,-88.7617,anonymous,EN,63eab089ff73041bdea22229,35,Male,,White or Caucasian,,Yosemite,I do not recall any sponsored posts,I miss how Twitter used to look.,No,,63eab089ff73041bdea22229,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0",Le Roy,IL,61752
2024-10-11 23:12:30,2024-10-11 23:13:44,IP Address,50.42.83.247,100,74,True,2024-10-11 23:13:45,R_5CdpfaiIbiLbcW9,,,,,35.8495,-85.1345,anonymous,EN,6643be6757cf69dfa1c0e5fd,19,Female,,White or Caucasian,,Yosemite,I do not recall any sponsored posts,"I felt that people were very unhappy with the current state of Yosemite park due to restrictions and litter. ",No,,6643be6757cf69dfa1c0e5fd,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 OPR/113.0.0.0",Crossville,TN,38572
2024-10-11 23:13:06,2024-10-11 23:14:05,IP Address,73.214.127.59,100,59,True,2024-10-11 23:14:06,R_17unsiBaWorudS9,,,,,40.0934,-78.8492,anonymous,EN,664ced6cfa660d55b7869569,29,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,"I liked the lack of noticeable ads in my experience. ",No,,664ced6cfa660d55b7869569,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0,Hooversville,PA,15936
2024-10-11 23:13:23,2024-10-11 23:14:12,IP Address,68.99.170.203,100,48,True,2024-10-11 23:14:12,R_3EZQ7hSIHtS4maM,,,,,41.8233,-71.441,anonymous,EN,661862ea36c4e97bf425f855,30,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,the social media feed I just browsed was very nature focused.,No,,661862ea36c4e97bf425f855,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15",Johnston,RI,02919
2024-10-11 23:13:00,2024-10-11 23:14:12,IP Address,129.222.86.118,100,72,True,2024-10-11 23:14:13,R_7NttPmjXukCeNf3,,,,,33.7485,-84.3871,anonymous,EN,6140faf57913e339ee415b31,23,Female,,White or Caucasian,,N/A,I do not recall any sponsored posts,"I loved seeing the nature pictures ",No,,6140faf57913e339ee415b31,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Atlanta,GA,30301
2024-10-11 23:13:00,2024-10-11 23:14:13,IP Address,73.220.10.36,100,72,True,2024-10-11 23:14:13,R_3qg4j33nEjCA5yF,,,,,38.5148,-121.4395,anonymous,EN,65e975039c7865e835a2936c,25,Male,,White or Caucasian,,N/A,I do not recall any sponsored posts,Looked like an older version of Twitter. I agree with most of the posts and this looks like content I might come across,No,,65e975039c7865e835a2936c,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0.1 Mobile/15E148 Safari/604.1",Sacramento,CA,95824
2024-10-11 23:13:41,2024-10-11 23:14:17,IP Address,207.144.170.194,100,35,True,2024-10-11 23:14:17,R_6gGAbrL2v62qtZ7,,,,,34.8308,-82.3507,anonymous,EN,655fa8d4070d42d4bc67ea52,33,Female,,Black or African American,,n/a,I do not recall any sponsored posts,I think it was extremely busy and hard to follow.,No,,655fa8d4070d42d4bc67ea52,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Greenville,SC,29607
2024-10-11 23:11:18,2024-10-11 23:14:43,IP Address,67.78.45.131,100,204,True,2024-10-11 23:14:44,R_1tEuNTO24yc0uoF,,,,,27.7077,-97.3551,anonymous,EN,6707ed86d0ee814639599e68,29,Non-binary / third gender,,"White or Caucasian,Native Hawaiian or Other Pacific Islander",,n/a,I do not recall any sponsored posts,"All the posts are complaining about Yosemite National Park. I love Yosemite, so seeing people be so negative about it was disheartening. However, I will say that for posts putting down Yosemite, they picked some crazy edited and aesthetic photos that made the park look awesome. That one mountain shot complaining about being limited was pretty spectacular.",Yes:,,6707ed86d0ee814639599e68,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Corpus Christi,TX,78412
2024-10-11 23:13:17,2024-10-11 23:14:44,IP Address,184.181.43.136,100,86,True,2024-10-11 23:14:44,R_6e8rL8ZUXWCpJwz,,,,,29.9701,-90.0254,anonymous,EN,66fd8b41c24e1f212d9a3e82,27,Non-binary / third gender,,White or Caucasian,,n/a,"GoPro,I do not recall any sponsored posts","I love that it was nature-based content. If there was an ad, I did not pick up on it, or I'm so conditioned to scroll past/ignore it that I didn't even notice.",Yes:,,66fd8b41c24e1f212d9a3e82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",New Orleans,LA,70117
2024-10-11 23:13:27,2024-10-11 23:14:56,IP Address,23.125.216.232,100,88,True,2024-10-11 23:14:56,R_5MlYV49b3JOPrFc,,,,,33.8498,-118.0086,anonymous,EN,66c0f0153c9b1d596446faa0,23,Male,,White or Caucasian,,n/a,I do not recall any sponsored posts,"I thought the posts may have been too similar and that there weren't enough differences in what subjects were shown. ",No,,66c0f0153c9b1d596446faa0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 OPR/113.0.0.0",Buena Park,CA,90620
2024-10-11 23:12:57,2024-10-11 23:15:02,IP Address,174.196.116.169,100,125,True,2024-10-11 23:15:02,R_5pL5vTaCNBLIZyN,,,,,39.1638,-84.4517,anonymous,EN,66abd3724838584b0da6231d,34,Female,,White or Caucasian,,I did not notice any ads,I do not recall any sponsored posts,I feel as though only negative aspects of modern day Yosemite were mentioned. I also felt like the poster showed a bit of audacity by acting as though the other tourists were the problem and disrupting the view/crowding the park when they are also there doing the exact same thing.,No,,66abd3724838584b0da6231d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Cincinnati,OH,45231
2024-10-11 23:14:37,2024-10-11 23:15:44,IP Address,68.187.192.61,100,67,True,2024-10-11 23:15:45,R_1oWezLDDQw4HW5b,,,,,35.0535,-82.0582,anonymous,EN,5ce9bfc4d439ae00015968dd,27,Female,,White or Caucasian,,N/a,I do not recall any sponsored posts,"I liked how they were all nature themed ",No,,5ce9bfc4d439ae00015968dd,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Mobile Safari/537.36",Inman,SC,29349
2024-10-11 23:15:24,2024-10-11 23:16:01,IP Address,70.115.252.146,100,36,True,2024-10-11 23:16:02,R_1MLDaYmZYUSwAEI,,,,,32.7836,-96.8674,anonymous,EN,5ec4b10f7e31c83a4d915cf6,25,Male,,Asian,,n/a,I do not recall any sponsored posts,i wish there were more posts.,No,,5ec4b10f7e31c83a4d915cf6,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Dallas,TX,75212
2024-10-11 23:15:12,2024-10-11 23:16:13,IP Address,98.220.174.163,100,61,True,2024-10-11 23:16:14,R_7oganxQ7B1I570Z,,,,,42.0354,-87.737,anonymous,EN,663a5c3ef84d9c74ea3c07a1,21,Male,,Asian,,Yosemite,I do not recall any sponsored posts,"I think it's very conflicted, it seems the posts on x seem to be negative towards yosemite and overall toxic",No,,663a5c3ef84d9c74ea3c07a1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Skokie,IL,60076
2024-10-11 23:14:36,2024-10-11 23:16:16,IP Address,216.98.227.200,100,99,True,2024-10-11 23:16:16,R_5lh3VLyNx9xWqlf,,,,,37.751,-97.822,anonymous,EN,66d9383b6b2192392e50b06c,21,Male,,Black or African American,,naturehug,I do not recall any sponsored posts,"i thought everything was normal and okay ",No,,66d9383b6b2192392e50b06c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",,,
2024-10-11 23:15:05,2024-10-11 23:16:23,IP Address,174.216.176.214,100,77,True,2024-10-11 23:16:23,R_7IlOYfoPFvqHVH8,,,,,38.8315,-77.1199,anonymous,EN,5dc1d16946c7ba134f6626bc,35,Male,,"White or Caucasian,Black or African American",,N/A,I do not recall any sponsored posts,It was good to see so many people passionate about the quality of national parks.,No,,5dc1d16946c7ba134f6626bc,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36",McLean,VA,22101
2024-10-11 23:15:19,2024-10-11 23:16:35,IP Address,24.47.86.238,100,75,True,2024-10-11 23:16:36,R_5DzGdLm99SXyY8h,,,,,40.8212,-72.9852,anonymous,EN,5f42ac74bac9f24a6091bd27,31,Female,,White or Caucasian,,N/a,I do not recall any sponsored posts,"I liked the nature shots ",No,,5f42ac74bac9f24a6091bd27,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Mobile Safari/537.36",Lindenhurst,NY,11757
2024-10-11 23:15:51,2024-10-11 23:16:53,IP Address,75.226.18.28,100,62,True,2024-10-11 23:16:54,R_6ISOlMiGyFjL203,,,,,40.3437,-80.1252,anonymous,EN,6650bc4eabe49e6139fa74ac,33,Non-binary / third gender,,White or Caucasian,,Don't recall looking at / seeing any ads,I do not recall any sponsored posts,"I thought it was strange that everything was focused on people having negative opinions about Yosemite. ",No,,6650bc4eabe49e6139fa74ac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:130.0) Gecko/20100101 Firefox/130.0,Bridgeville,PA,15017
2024-10-11 23:12:44,2024-10-11 23:17:03,IP Address,160.79.68.110,100,258,True,2024-10-11 23:17:04,R_3QLdSDoclyZloHF,,,,,36.4841,-88.895,anonymous,EN,66906917d52c9864e8d04542,25,Female,,White or Caucasian,,N/a,I do not recall any sponsored posts,Social media feed was uplifting and positive providing a positive experience for myself. There weren’t any aspects that I can recall that I disliked..,No,,66906917d52c9864e8d04542,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/129.0.6668.69 Mobile/15E148 Safari/604.1",South Fulton,TN,38257
2024-10-11 23:11:54,2024-10-11 23:17:18,IP Address,174.251.209.11,100,323,True,2024-10-11 23:17:19,R_1Xh2oInwEnuU6Y1,,,,,40.4393,-80.1161,anonymous,EN,5fcc103fb2ab80a01f32f7ae,28,Female,,Black or African American,,"Yosemite ",I do not recall any sponsored posts,"I did not mind to view the different pictures captured by the hikers, but it felt like an ad at the same time. I the choice of words did not  feel entirely genuine, but instead persuasive. ",No,,5fcc103fb2ab80a01f32f7ae,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3 Mobile/15E148 Safari/604.1",Elizabeth,PA,15037
