participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.tweets,participant.finished,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.topics,session.config.show_cta,session.config.briefing,session.config.condition_col,session.config.search_term,session.config.full_name,session.config.dwell_threshold,session.config.participation_fee,session.config.survey_link,session.config.cta_text,session.config.study_name,session.config.delimiter,session.config.copy_text,session.config.eMail,session.config.real_world_currency_per_point,session.config.channel_type,session.config.sort_by,session.config.name,session.config.data_path,session.config.url_param,session.config.title,session.prolific_completion_url,session.completion_code,DICE.1.player.id_in_group,DICE.1.player.role,DICE.1.player.payoff,DICE.1.player.feed_condition,DICE.1.player.sequence,DICE.1.player.scroll_sequence,DICE.1.player.viewport_data,DICE.1.player.rowheight_data,DICE.1.player.likes_data,DICE.1.player.replies_data,DICE.1.player.promoted_post_clicks,DICE.1.player.touch_capability,DICE.1.player.device_type,DICE.1.player.screen_resolution,DICE.1.group.id_in_subsession,DICE.1.subsession.round_number,DICE.1.subsession.feed_conditions,DICE.1.subsession.FEED
1,0kq3phv2,60e3ba0917afa9b2df09f43e,0,4,5,DICE,D_Redirect,2024-10-11 20:44:43.865212,1,,,0.0,   doc_id            datetime  ... color_class sequence 2       2 2022-03-22 08:30:00  ...          p7      1.0 1       1 2022-03-22 06:00:00  ...          p7      2.0 0       0 2022-03-01 06:00:00  ...          p3      3.0 4       4 2022-03-24 06:00:00  ...          p3      4.0 3       3 2022-03-22 06:00:00  ...          p2      5.0  [5 rows x 25 columns],1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,1,,0.0,A,"2, 1, 0, 4, 3",is-i2-i1-i1-i3,"[{""doc_id"":2,""duration"":3.596},{""doc_id"":1,""duration"":0.841},{""doc_id"":0,""duration"":1.094},{""doc_id"":4,""duration"":0.222},{""doc_id"":3,""duration"":2.543}]","[{""doc_id"":2,""height"":569},{""doc_id"":1,""height"":666},{""doc_id"":0,""height"":687},{""doc_id"":4,""height"":390},{""doc_id"":3,""height"":397},{""doc_id"":null,""height"":319},{""doc_id"":null,""height"":319}]","[{""doc_id"":2,""liked"":false},{""doc_id"":1,""liked"":false},{""doc_id"":0,""liked"":false},{""doc_id"":4,""liked"":false},{""doc_id"":3,""liked"":false}]","[{""doc_id"":2,""reply"":"""",""hasReply"":false},{""doc_id"":1,""reply"":"""",""hasReply"":false},{""doc_id"":0,""reply"":"""",""hasReply"":false},{""doc_id"":4,""reply"":"""",""hasReply"":false},{""doc_id"":3,""reply"":"""",""hasReply"":false}]",[],1,Mobile,384x857,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
72,w4vzfgsu,66d7292f64ca0bd20a0e2d67,0,4,5,DICE,D_Redirect,2024-10-11 21:10:25.912836,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,72,,0.0,B,"5, 8, 9, 7, 6",is-i8-i8-i8-i6,"[{""doc_id"":5,""duration"":14.702},{""doc_id"":8,""duration"":16.775},{""doc_id"":9,""duration"":1.78},{""doc_id"":7,""duration"":2.606},{""doc_id"":6,""duration"":7.995}]","[{""doc_id"":5,""height"":410},{""doc_id"":8,""height"":434},{""doc_id"":9,""height"":727},{""doc_id"":7,""height"":410},{""doc_id"":6,""height"":410},{""doc_id"":null,""height"":296},{""doc_id"":null,""height"":296},{""doc_id"":null,""height"":296}]","[{""doc_id"":5,""liked"":false},{""doc_id"":8,""liked"":false},{""doc_id"":9,""liked"":false},{""doc_id"":7,""liked"":false},{""doc_id"":6,""liked"":false}]","[{""doc_id"":5,""reply"":"""",""hasReply"":false},{""doc_id"":8,""reply"":"""",""hasReply"":false},{""doc_id"":9,""reply"":"""",""hasReply"":false},{""doc_id"":7,""reply"":"""",""hasReply"":false},{""doc_id"":6,""reply"":"""",""hasReply"":false}]","[{""doc_id"":7,""clicked"":false}]",1,Mobile,440x956,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
73,r6dquagr,5e095685ae7b30245cc82780,0,4,5,DICE,D_Redirect,2024-10-11 21:10:31.344374,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,73,,0.0,A,"3, 4, 0, 2, 1",is-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i4-i4-i4-i4-i4-i4-i4-i4-i0-i0-i2-i1-i1-i1-i1-i1-i1-i1-i2-i0-i0-i0-i0-i2-i1-i1-i1-i1-i1,"[{""doc_id"":3,""duration"":3.868},{""doc_id"":4,""duration"":5.134},{""doc_id"":0,""duration"":1.656},{""doc_id"":2,""duration"":4.152},{""doc_id"":1,""duration"":7.267},{""doc_id"":2,""duration"":0.388},{""doc_id"":0,""duration"":2.56},{""doc_id"":2,""duration"":0.356},{""doc_id"":1,""duration"":0.994}]","[{""doc_id"":3,""height"":169},{""doc_id"":4,""height"":481},{""doc_id"":0,""height"":995},{""doc_id"":2,""height"":790},{""doc_id"":1,""height"":917},{""doc_id"":null,""height"":298},{""doc_id"":null,""height"":298}]","[{""doc_id"":3,""liked"":false},{""doc_id"":4,""liked"":false},{""doc_id"":0,""liked"":false},{""doc_id"":2,""liked"":false},{""doc_id"":1,""liked"":false}]","[{""doc_id"":3,""reply"":"""",""hasReply"":false},{""doc_id"":4,""reply"":"""",""hasReply"":false},{""doc_id"":0,""reply"":"""",""hasReply"":false},{""doc_id"":2,""reply"":"""",""hasReply"":false},{""doc_id"":1,""reply"":"""",""hasReply"":false}]",[],1,Desktop,1920x1080,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
74,ww4kf742,5e69ce2076c4680330657fd6,0,4,5,DICE,D_Redirect,2024-10-11 21:10:41.852846,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,74,,0.0,B,"7, 6, 8, 9, 5",is-i7-i7-i7-i7-i6-i6-i6-i6-i6-i8-i9-i9-i9-i9-i9-i9-i5,"[{""doc_id"":7,""duration"":6.14},{""doc_id"":6,""duration"":3.719},{""doc_id"":8,""duration"":3.653},{""doc_id"":9,""duration"":6.188},{""doc_id"":5,""duration"":5.298}]","[{""doc_id"":7,""height"":493},{""doc_id"":6,""height"":493},{""doc_id"":8,""height"":517},{""doc_id"":9,""height"":918},{""doc_id"":5,""height"":493},{""doc_id"":null,""height"":297}]","[{""doc_id"":7,""liked"":false},{""doc_id"":6,""liked"":false},{""doc_id"":8,""liked"":false},{""doc_id"":9,""liked"":false},{""doc_id"":5,""liked"":false}]","[{""doc_id"":7,""reply"":"""",""hasReply"":false},{""doc_id"":6,""reply"":"""",""hasReply"":false},{""doc_id"":8,""reply"":"""",""hasReply"":false},{""doc_id"":9,""reply"":"""",""hasReply"":false},{""doc_id"":5,""reply"":"""",""hasReply"":false}]","[{""doc_id"":7,""clicked"":false}]",0,Desktop,1440x900,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
75,ldh57049,5fcc103fb2ab80a01f32f7ae,0,4,5,DICE,D_Redirect,2024-10-11 21:10:56.090650,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,75,,0.0,A,"1, 0, 4, 2, 3",is-i1-i0-i1,"[{""doc_id"":1,""duration"":5.881},{""doc_id"":0,""duration"":6.352},{""doc_id"":1,""duration"":3.928},{""doc_id"":4,""duration"":0.267},{""doc_id"":0,""duration"":1.885},{""doc_id"":4,""duration"":2.803},{""doc_id"":2,""duration"":2.55},{""doc_id"":3,""duration"":4.814}]","[{""doc_id"":1,""height"":674},{""doc_id"":0,""height"":697},{""doc_id"":4,""height"":394},{""doc_id"":2,""height"":577},{""doc_id"":3,""height"":401},{""doc_id"":null,""height"":320}]","[{""doc_id"":1,""liked"":false},{""doc_id"":0,""liked"":false},{""doc_id"":4,""liked"":false},{""doc_id"":2,""liked"":false},{""doc_id"":3,""liked"":false}]","[{""doc_id"":1,""reply"":"""",""hasReply"":false},{""doc_id"":0,""reply"":"""",""hasReply"":false},{""doc_id"":4,""reply"":"""",""hasReply"":false},{""doc_id"":2,""reply"":"""",""hasReply"":false},{""doc_id"":3,""reply"":"""",""hasReply"":false}]",[],1,Mobile,390x844,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
76,5eall1gl,655fa8d4070d42d4bc67ea52,0,4,5,DICE,D_Redirect,2024-10-11 21:11:00.389203,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,76,,0.0,B,"8, 7, 9, 6, 5",is-i8-i8-i8-i8-i8-i8-i8-i8-i7-i7-i7-i7-i8-i8-i8-i8-i8-i7-i7-i7-i8-i8-i8-i7-i7-i7-i8-i8-i7-i9-i9-i9-i9-i9-i9-i6-i9-i6-i6-i6-i5-i5-i5-i6-i6-i5-i5-i5-i6-i6-i6-i6-i6-i6-i6-i6-i5-i5-i5-i5-i5-i6-i9-i9-i9-i7-i7-i8-i8-i8-i8-i8-i8-i8-i8-i8-i8-i8-i8-i8-i7-i7-i9-i9-i9-i6-i6-i6-i6,"[{""doc_id"":7,""duration"":0.851},{""doc_id"":8,""duration"":2.15},{""doc_id"":8,""duration"":1.306},{""doc_id"":7,""duration"":0.866},{""doc_id"":6,""duration"":1.899},{""doc_id"":9,""duration"":21.797},{""doc_id"":6,""duration"":51.657},{""doc_id"":5,""duration"":2.43},{""doc_id"":6,""duration"":0.483},{""doc_id"":9,""duration"":0.687},{""doc_id"":7,""duration"":0.746},{""doc_id"":8,""duration"":15.691},{""doc_id"":7,""duration"":0.732},{""doc_id"":9,""duration"":0.284},{""doc_id"":6,""duration"":0.283},{""doc_id"":5,""duration"":0.935}]","[{""doc_id"":8,""height"":505},{""doc_id"":7,""height"":482},{""doc_id"":9,""height"":893},{""doc_id"":6,""height"":482},{""doc_id"":5,""height"":482},{""doc_id"":null,""height"":296},{""doc_id"":null,""height"":296}]","[{""doc_id"":8,""liked"":false},{""doc_id"":7,""liked"":false},{""doc_id"":9,""liked"":false},{""doc_id"":6,""liked"":false},{""doc_id"":5,""liked"":false}]","[{""doc_id"":8,""reply"":"""",""hasReply"":false},{""doc_id"":7,""reply"":"""",""hasReply"":false},{""doc_id"":9,""reply"":"""",""hasReply"":false},{""doc_id"":6,""reply"":"""",""hasReply"":false},{""doc_id"":5,""reply"":"""",""hasReply"":false}]","[{""doc_id"":7,""clicked"":false}]",0,Desktop,1536x864,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
77,n9tsvqnc,6655f0768bbed1916c573628,0,4,5,DICE,D_Redirect,2024-10-11 21:11:02.676293,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,77,,0.0,A,"4, 0, 1, 3, 2",is-i0-i4-i4-i0-i0-i4-i0-i0-i1-i1-i1-i0-i0-i0-i0-i0-i0-i1-i1-i1-i1-i1-i3-i3-i3-i3-i2-i2-i2-i2-i2-i2-i2-i2-i2-i3-i1-i1-i1-i1-i1-i1-i1-i1-i0-i0-i0-i0-i0-i1-i3-i2-i2-i2-i2,"[{""doc_id"":4,""duration"":6.42},{""doc_id"":0,""duration"":4.131},{""doc_id"":4,""duration"":1.999},{""doc_id"":0,""duration"":0.517},{""doc_id"":1,""duration"":2.382},{""doc_id"":0,""duration"":8.643},{""doc_id"":1,""duration"":7.86},{""doc_id"":3,""duration"":3.085},{""doc_id"":3,""duration"":1.133},{""doc_id"":2,""duration"":9.894},{""doc_id"":3,""duration"":0.533},{""doc_id"":0,""duration"":0.183},{""doc_id"":3,""duration"":1.87},{""doc_id"":1,""duration"":4.147},{""doc_id"":4,""duration"":0.85},{""doc_id"":0,""duration"":4.996},{""doc_id"":1,""duration"":0.499},{""doc_id"":3,""duration"":2.015},{""doc_id"":2,""duration"":11.63}]","[{""doc_id"":4,""height"":390},{""doc_id"":0,""height"":687},{""doc_id"":1,""height"":666},{""doc_id"":3,""height"":397},{""doc_id"":2,""height"":569},{""doc_id"":null,""height"":319},{""doc_id"":null,""height"":319},{""doc_id"":null,""height"":319},{""doc_id"":null,""height"":319},{""doc_id"":null,""height"":319},{""doc_id"":null,""height"":319},{""doc_id"":null,""height"":319}]","[{""doc_id"":4,""liked"":true},{""doc_id"":0,""liked"":true},{""doc_id"":1,""liked"":true},{""doc_id"":3,""liked"":true},{""doc_id"":2,""liked"":true}]","[{""doc_id"":4,""reply"":"""",""hasReply"":false},{""doc_id"":0,""reply"":"""",""hasReply"":false},{""doc_id"":1,""reply"":"""",""hasReply"":false},{""doc_id"":3,""reply"":"""",""hasReply"":false},{""doc_id"":2,""reply"":""I'd love to travel and visit"",""hasReply"":true}]",[],1,Mobile,385x854,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
78,981r6hk6,6643be6757cf69dfa1c0e5fd,0,4,5,DICE,D_Redirect,2024-10-11 21:11:23.144010,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,78,,0.0,B,"5, 6, 9, 7, 8",is-i5-i5-i5-i5-i5-i5-i5-i5-i5-i5-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i9-i9-i9-i9-i9-i9-i9-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i6-i9-i9-i9-i9-i9-i9-i9-i9-i9-i9-i9-i9-i9-i7-i7-i7-i7-i7-i8-i8-i8-i8,"[{""doc_id"":5,""duration"":9.813},{""doc_id"":6,""duration"":13.438},{""doc_id"":9,""duration"":12.424},{""doc_id"":7,""duration"":11.306},{""doc_id"":8,""duration"":5.062}]","[{""doc_id"":5,""height"":483},{""doc_id"":6,""height"":483},{""doc_id"":9,""height"":896},{""doc_id"":7,""height"":483},{""doc_id"":8,""height"":507},{""doc_id"":null,""height"":297}]","[{""doc_id"":5,""liked"":false},{""doc_id"":6,""liked"":false},{""doc_id"":9,""liked"":false},{""doc_id"":7,""liked"":false},{""doc_id"":8,""liked"":false}]","[{""doc_id"":5,""reply"":"""",""hasReply"":false},{""doc_id"":6,""reply"":"""",""hasReply"":false},{""doc_id"":9,""reply"":"""",""hasReply"":false},{""doc_id"":7,""reply"":"""",""hasReply"":false},{""doc_id"":8,""reply"":"""",""hasReply"":false}]","[{""doc_id"":7,""clicked"":false}]",0,Desktop,1920x1080,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
79,9pbi8ufh,66fd8b41c24e1f212d9a3e82,0,4,5,DICE,D_Redirect,2024-10-11 21:11:32.047632,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,79,,0.0,A,"3, 2, 1, 0, 4",is-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i3-i2-i2-i2-i2-i2-i2-i2-i3-i3-i3-i2-i2-i2-i2-i1-i1-i2-i2-i2-i2-i2-i2-i2-i2-i2-i2-i2-i2-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i0-i0-i0-i0-i0-i0-i0-i0-i0-i0-i0-i0-i0-i0-i4-i4-i4-i4-i4-i4-i4-i4,"[{""doc_id"":3,""duration"":15.939},{""doc_id"":2,""duration"":6.929},{""doc_id"":3,""duration"":0.968},{""doc_id"":2,""duration"":5.65},{""doc_id"":1,""duration"":8.005},{""doc_id"":0,""duration"":4.884},{""doc_id"":4,""duration"":4.628}]","[{""doc_id"":3,""height"":507},{""doc_id"":2,""height"":796},{""doc_id"":1,""height"":895},{""doc_id"":0,""height"":970},{""doc_id"":4,""height"":495},{""doc_id"":null,""height"":297}]","[{""doc_id"":3,""liked"":true},{""doc_id"":2,""liked"":false},{""doc_id"":1,""liked"":true},{""doc_id"":0,""liked"":true},{""doc_id"":4,""liked"":true}]","[{""doc_id"":3,""reply"":"""",""hasReply"":false},{""doc_id"":2,""reply"":""Jealous! /happy for you ;) Can't wait to go back"",""hasReply"":true},{""doc_id"":1,""reply"":"""",""hasReply"":false},{""doc_id"":0,""reply"":"""",""hasReply"":false},{""doc_id"":4,""reply"":"""",""hasReply"":false}]",[],0,Desktop,1440x900,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
80,m5g5nge0,66906917d52c9864e8d04542,0,4,5,DICE,D_Redirect,2024-10-11 21:11:33.264156,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,80,,0.0,B,"9, 6, 5, 7, 8",is-i9-i9-i8,"[{""doc_id"":9,""duration"":9.943},{""doc_id"":6,""duration"":0.834},{""doc_id"":5,""duration"":0.767},{""doc_id"":7,""duration"":0.42},{""doc_id"":8,""duration"":4.236}]","[{""doc_id"":9,""height"":687},{""doc_id"":6,""height"":393},{""doc_id"":5,""height"":417},{""doc_id"":7,""height"":393},{""doc_id"":8,""height"":417},{""doc_id"":null,""height"":321}]","[{""doc_id"":9,""liked"":false},{""doc_id"":6,""liked"":false},{""doc_id"":5,""liked"":false},{""doc_id"":7,""liked"":false},{""doc_id"":8,""liked"":false}]","[{""doc_id"":9,""reply"":"""",""hasReply"":false},{""doc_id"":6,""reply"":"""",""hasReply"":false},{""doc_id"":5,""reply"":"""",""hasReply"":false},{""doc_id"":7,""reply"":"""",""hasReply"":false},{""doc_id"":8,""reply"":"""",""hasReply"":false}]","[{""doc_id"":7,""clicked"":false}]",1,Mobile,414x896,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
81,0uigswim,66f44146b1108308dfde587d,0,4,5,DICE,D_Redirect,2024-10-11 21:11:41.845273,1,,,0.0,,1,ixmixo92,,,,,0,1,0,"<h5>Instructions</h5>  <p>Welcome to our study covering a typical social media feed that contains memes.</p>  <p>Please interact with the feed as you normally would on social media. Feel free to like, comment, or simply read through the posts according to your preference.</p>  <p>Once you reach the end of the feed, you'll find a button to proceed with the study. Click this button to move on to a series of short questions about your experience with the feed.</p>",condition,@9GAG,Hauke Roggenkamp,50,0.0,https://unisg.qualtrics.com/jfe/form/SV_2f5A6rQsIf7oSAm,,Social Media Study,;,,hauke.roggenkamp@unisg.ch,1.0,Twitter,sequence,Twitter,https://raw.githubusercontent.com/Howquez/DICE/main/software/DICE/DICE/static/data/sample_tweets.csv,PROLIFIC_PID,Mr.,https://app.prolific.com/submissions/complete,,81,,0.0,A,"1, 2, 4, 3, 0",is-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i1-i2-i2-i2-i2-i2-i2-i2-i2-i2-i2-i2-i2-i2-i1-i1-i1-i1-i1-i1-i1-i1-i2-i2-i2-i2-i2-i2-i3-i3-i3-i3-i3-i3-i4-i3-i3-i3-i3-i3-i3-i3-i3-i4-i4-i4-i3-i3-i0-i0-i0-i0-i0-i3-i4-i3-i4-i2-i2-i2-i1-i1-i2-i3-i0-i0,"[{""doc_id"":1,""duration"":25.808},{""doc_id"":2,""duration"":17.383},{""doc_id"":3,""duration"":0.8},{""doc_id"":4,""duration"":90.194},{""doc_id"":3,""duration"":1.356},{""doc_id"":0,""duration"":1.274},{""doc_id"":0,""duration"":2.097},{""doc_id"":0,""duration"":1.382},{""doc_id"":3,""duration"":1.399},{""doc_id"":3,""duration"":0.634},{""doc_id"":4,""duration"":3.193},{""doc_id"":2,""duration"":0.652},{""doc_id"":1,""duration"":1.3},{""doc_id"":2,""duration"":0.333},{""doc_id"":4,""duration"":0.317},{""doc_id"":3,""duration"":0.308},{""doc_id"":0,""duration"":0.374}]","[{""doc_id"":1,""height"":892},{""doc_id"":2,""height"":794},{""doc_id"":4,""height"":470},{""doc_id"":3,""height"":482},{""doc_id"":0,""height"":968},{""doc_id"":null,""height"":296},{""doc_id"":null,""height"":296},{""doc_id"":null,""height"":296}]","[{""doc_id"":1,""liked"":true},{""doc_id"":2,""liked"":false},{""doc_id"":4,""liked"":false},{""doc_id"":3,""liked"":false},{""doc_id"":0,""liked"":false}]","[{""doc_id"":1,""reply"":"""",""hasReply"":false},{""doc_id"":2,""reply"":"""",""hasReply"":false},{""doc_id"":4,""reply"":"""",""hasReply"":false},{""doc_id"":3,""reply"":"""",""hasReply"":false},{""doc_id"":0,""reply"":"""",""hasReply"":false}]",[],0,Desktop,1536x864,1,1,<itertools.cycle object at 0x7f7017257900>,DICE/T_Feed_Twitter.html
