StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Prolific_ID,age,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,uncued_recall,cued_recall,otf,issues,issues_2_TEXT,PROLIFIC_PID,useragent,city,state,postalcode
2024-10-15 17:08:38,2024-10-15 17:09:45,IP Address,129.130.18.137,100,66,True,2024-10-15 17:09:46,R_5GiSxMsKSkLuC1b,,,,,39.1918,-96.5818,anonymous,EN,66ea3839cab7d348dc9fb59e,25,Female,,White or Caucasian,,"Nintendo, apple","Apple,Nintendo,Amazon","There were a lot of memes which I prefer over ads. ",Yes:,,66ea3839cab7d348dc9fb59e,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15",Manhattan,KS,66502
2024-10-15 17:05:54,2024-10-15 17:09:52,IP Address,216.98.227.200,100,237,True,2024-10-15 17:09:53,R_6pT3oKw7K0bERdD,,,,,37.751,-97.822,anonymous,EN,66fc65f4a1893f31f9ad7c08,27,Female,,Black or African American,,N/A,Spotify,"Likes because of;

Brevity: Twitter’s character limit encourages concise, direct communication, which can be both time-efficient and easy to follow.
Trending Topics: It's a great platform for staying up-to-date with trending news, events, and popular discussions in real-time.
Community Engagement: Twitter fosters interaction through retweets, replies, and hashtags, making it easy to engage with a broad audience.
Diversity of Content: It hosts everything from serious news to humor, memes, and niche communities.",Yes:,Ads did not appear,66fc65f4a1893f31f9ad7c08,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",,,
2024-10-15 17:08:43,2024-10-15 17:09:57,IP Address,99.167.217.25,100,74,True,2024-10-15 17:10:01,R_7NerIqJ4Zf7JPQ4,,,,,36.013,-95.9767,anonymous,EN,65396dfcb651ad024da200d6,34,Male,,White or Caucasian,,Samsung,Samsung,"I thought it was confusing that it was all one user, but then realized that the search bar at the top had that users tag in it.  I thought the content was funny though and laughed several times.",No,,65396dfcb651ad024da200d6,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Jenks,OK,74037
2024-10-15 17:10:16,2024-10-15 17:10:55,IP Address,72.213.5.45,100,39,True,2024-10-15 17:10:55,R_3QYiWZZRNQKYBMt,,,,,41.3596,-96.1566,anonymous,EN,66e46a2bc0bec2aa9afd07aa,30,Female,,White or Caucasian,,Samsung,Samsung,Seemed negative in the memes a lot,No,,66e46a2bc0bec2aa9afd07aa,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:130.0) Gecko/20100101 Firefox/130.0,Bennington,NE,68007
2024-10-15 17:11:22,2024-10-15 17:12:34,IP Address,172.59.222.75,100,71,True,2024-10-15 17:12:35,R_1Etz1N3S6vdzI9L,,,,,35.2916,-80.8201,anonymous,EN,66aa5c2b9bf5bf412ece6bb7,34,Female,,White or Caucasian,,Na,I do not recall any sponsored posts,"I saw a lot of funny memes. I would usually like and share them for friends and family to react. ",No,,66aa5c2b9bf5bf412ece6bb7,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",Charlotte,NC,28213
2024-10-15 17:10:59,2024-10-15 17:12:40,IP Address,68.227.209.254,100,101,True,2024-10-15 17:12:41,R_6M3T9QkBks3zifg,,,,,41.5317,-72.7949,anonymous,EN,5966886dee2508000108b02c,35,Female,,White or Caucasian,,na,I do not recall any sponsored posts,"I thought there were too many memes and they were all over the place. ",No,,5966886dee2508000108b02c,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",Meriden,CT,06450
2024-10-15 17:11:38,2024-10-15 17:12:45,IP Address,24.250.184.225,100,66,True,2024-10-15 17:12:45,R_7xr65iw0oEyCEoN,,,,,29.6138,-82.386,anonymous,EN,5a1980eb5d06850001b00d84,34,Female,,Asian,,Apple,Apple,I liked that it did not have too much of advertisement in between th epost,No,,5a1980eb5d06850001b00d84,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Gainesville,FL,32605
2024-10-15 17:11:53,2024-10-15 17:12:49,IP Address,71.127.184.195,100,56,True,2024-10-15 17:12:50,R_3DjQuA49l0PS7fR,,,,,43.1115,-76.1834,anonymous,EN,62698063a6912c0277b32f57,30,Male,,Other,human,nintendo,Nintendo,the 9gag memes were consistently funny,No,,62698063a6912c0277b32f57,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Liverpool,NY,13088
2024-10-15 17:09:38,2024-10-15 17:13:04,IP Address,75.87.117.182,100,205,True,2024-10-15 17:13:04,R_57mwc7NWLHMJ54L,,,,,27.6961,-97.3999,anonymous,EN,66f742c681957d61dc21db71,31,Female,,Other,Latino,"Bose, Samsung Galaxy, ","Bose,Apple,Whoop,Samsung","I found it pretty entertaining and generally funny. The memes were relatable and made me laugh and there weren't too many ads. ",No,,66f742c681957d61dc21db71,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Mobile Safari/537.36",Corpus Christi,TX,78413
2024-10-15 17:10:53,2024-10-15 17:13:17,IP Address,198.91.58.239,100,144,True,2024-10-15 17:13:18,R_5j6zjgYYteB8zqd,,,,,41.0854,-111.9682,anonymous,EN,66bf9db5a5211f1e9ced8e33,25,Female,,White or Caucasian,,"Samsung, I don't remember the name of the company but there was also an ad for headphones.","Bose,Nintendo,Samsung",I thought a lot of the memes were enjoyable. They made me laugh and improved my mood somewhat.,No,,66bf9db5a5211f1e9ced8e33,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0,Layton,UT,84041
2024-10-15 17:11:46,2024-10-15 17:13:23,IP Address,70.126.183.120,100,97,True,2024-10-15 17:13:24,R_6gMGxrx6KymTw85,,,,,28.2282,-82.1805,anonymous,EN,5d9b5e2d8465bf02e1190626,33,Male,,Black or African American,,spongebob does that count? if not n/a,I do not recall any sponsored posts,"I do not remember where the ads were placed but I do remember the tweets themselves. ",No,,5d9b5e2d8465bf02e1190626,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Wesley Chapel,FL,33543
2024-10-15 17:12:12,2024-10-15 17:13:27,IP Address,76.230.152.43,100,74,True,2024-10-15 17:13:27,R_5xj6PrYC6uDjT4B,,,,,35.7178,-78.8428,anonymous,EN,5f1270a43d35a91cf62c2862,23,Female,,White or Caucasian,,Bose,"Bose,Whoop",I liked all the funny reaction photos.,No,,5f1270a43d35a91cf62c2862,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Apex,NC,27502
2024-10-15 17:12:12,2024-10-15 17:13:46,IP Address,70.124.61.35,100,93,True,2024-10-15 17:13:47,R_6y8zNcGk5PkDRsd,,,,,27.407,-99.4884,anonymous,EN,66e8d1826ef24a26511c2ac6,35,Male,,White or Caucasian,,"Nintendo, Samsung,","Nintendo,Samsung",Some memes were funny but after I a while I just kept scrolling down,No,,66e8d1826ef24a26511c2ac6,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Mobile Safari/537.36",Laredo,TX,78046
2024-10-15 17:12:23,2024-10-15 17:13:57,IP Address,162.195.227.100,100,93,True,2024-10-15 17:13:57,R_1kY26c7mY7U3BH8,,,,,37.6968,-97.1164,anonymous,EN,60f2a2b4932fed5326988e0f,32,Male,,White or Caucasian,,"apple, nintendo, bose, samsung","Bose,Apple,Nintendo,Samsung",The memes were trash for the most part but one of them was funny so I liked it.,No,,60f2a2b4932fed5326988e0f,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Andover,KS,67002
2024-10-15 17:13:18,2024-10-15 17:14:05,IP Address,174.247.240.202,100,46,True,2024-10-15 17:14:05,R_5GuXd1dZYyg3CPh,,,,,34.7448,-92.2883,anonymous,EN,66d1ed402b542721068894ed,26,Female,,White or Caucasian,,Kobe,I do not recall any sponsored posts,It was interesting. I liked all the memes.,No,,66d1ed402b542721068894ed,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Mobile/15E148 Safari/604.1",,AR,
2024-10-15 17:12:49,2024-10-15 17:14:15,IP Address,99.36.20.97,100,85,True,2024-10-15 17:14:16,R_3tTHFjmoqOcYkJX,,,,,34.0782,-84.6485,anonymous,EN,5bc893a51388c20001920fba,34,Female,,White or Caucasian,,"Samsung, Whoop, ","Nintendo,Whoop,Samsung,Sonos",I liked browsing through the social media feed. There weren't that many ads and I really liked reading the memes.,No,,5bc893a51388c20001920fba,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Acworth,GA,30101
2024-10-15 17:13:11,2024-10-15 17:14:24,IP Address,50.77.190.197,100,72,True,2024-10-15 17:14:24,R_3ATGM24BD0F63U0,,,,,42.0307,-87.8107,anonymous,EN,5dd3205a523df033442e19da,35,Male,,White or Caucasian,,"whoop, nintendo","Nintendo,Whoop",it was more or less all the same type of content and not a lot of variety,No,,5dd3205a523df033442e19da,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Chicago,IL,60659
2024-10-15 17:13:20,2024-10-15 17:14:26,IP Address,8.22.64.210,100,66,True,2024-10-15 17:14:26,R_7sgEUYQr9xch1nw,,,,,34.8966,-82.2689,anonymous,EN,612547f89bad5437aaecfa66,32,Male,,White or Caucasian,,n/a,I do not recall any sponsored posts,"It looked like a lot of the memes were either dark humor or college humor. The ones that were funny I liked. Most were just brain rot to me. ",No,,612547f89bad5437aaecfa66,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Greer,SC,29650
2024-10-15 17:13:31,2024-10-15 17:14:26,IP Address,71.145.233.133,100,55,True,2024-10-15 17:14:27,R_5ldVqTVgM6WHsiZ,,,,,34.11,-118.2607,anonymous,EN,66508032792e3fb42df321a6,27,Male,,"White or Caucasian,Black or African American",,Nintendo Switch,"Nintendo,Spotify","I hated it. Nothing but average, outdated memes",No,,66508032792e3fb42df321a6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Los Angeles,CA,90039
2024-10-15 17:13:33,2024-10-15 17:14:34,IP Address,158.62.251.252,100,60,True,2024-10-15 17:14:34,R_3f3BEL71doo0CoV,,,,,34.05,-86.787,anonymous,EN,66ad93e15eb42e19e2f2b156,25,Female,,White or Caucasian,,"head phones ",Beats by Dre,some of the post were funny and relatable!,No,,66ad93e15eb42e19e2f2b156,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1",Hanceville,AL,35077
2024-10-15 17:12:30,2024-10-15 17:14:46,IP Address,174.216.210.40,100,136,True,2024-10-15 17:14:47,R_5o13WAusQ7yTq9u,,,,,40.6627,-73.9138,anonymous,EN,6673d8f372e3c2b594f06352,30,Female,,Asian,,"9gag, Twitter,",I do not recall any sponsored posts,Old memes with sponsored ads snuggled In between them,No,,6673d8f372e3c2b594f06352,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Mobile/15E148 Safari/604.1 Ddg/18.1",Brooklyn,NY,11223
2024-10-15 17:13:46,2024-10-15 17:14:47,IP Address,100.33.47.210,100,61,True,2024-10-15 17:14:47,R_5qjsRKBYlK0kkCy,,,,,40.7047,-73.5933,anonymous,EN,6647b8648a67a4ef6585458a,31,Female,,Other,Latina,Nintendo,Nintendo,Some memes were slightly funny but I didn't like anything enough to interact with the feed,No,,6647b8648a67a4ef6585458a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Uniondale,NY,11553
2024-10-15 17:13:43,2024-10-15 17:14:49,IP Address,50.83.171.62,100,66,True,2024-10-15 17:14:50,R_75iKr8DiAKgVGPn,,,,,40.8113,-91.1156,anonymous,EN,66464516e981d84abaedd8b8,35,Female,,White or Caucasian,,n/a,"Nintendo,Microsoft",It was all very shallow content and low effort memes.,No,,66464516e981d84abaedd8b8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",Burlington,IA,52601
2024-10-15 17:13:00,2024-10-15 17:15:00,IP Address,45.45.198.178,100,119,True,2024-10-15 17:15:01,R_6HI13Gj8oVyJAPf,,,,,37.751,-97.822,anonymous,EN,66ab5c6744b9afb71774123c,24,Male,,White or Caucasian,,n/a,Whoop,"There is nothing special that caught my attention ",No,,66ab5c6744b9afb71774123c,Mozilla/5.0 (Android 12; Mobile; rv:125.0) Gecko/125.0 Firefox/125.0,,,
2024-10-15 17:14:05,2024-10-15 17:15:09,IP Address,38.186.116.131,100,64,True,2024-10-15 17:15:10,R_3xy3GWLXMozaoi7,,,,,31.0262,-97.6131,anonymous,EN,63d3f99e6aab19fe9a92028e,30,Female,,White or Caucasian,,Whoop,Whoop,"I liked the content, it was fun ",No,,63d3f99e6aab19fe9a92028e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Harker Heights,TX,76548
2024-10-15 17:14:40,2024-10-15 17:15:35,IP Address,208.86.232.16,100,55,True,2024-10-15 17:15:36,R_6i8SJ1hGBZSUJX6,,,,,43.0334,-89.4512,anonymous,EN,6164f0d4bcacb419327b7f91,27,Male,,White or Caucasian,,"apple, beats, whoosh, ","Apple,Nintendo,Whoop,Beats by Dre","some of the memes were funny, some were very boring",No,,6164f0d4bcacb419327b7f91,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Madison,WI,53711
2024-10-15 17:13:42,2024-10-15 17:15:36,IP Address,65.31.10.69,100,114,True,2024-10-15 17:15:37,R_36a2RuTGUgU1w5e,,,,,41.098,-81.6422,anonymous,EN,66cd40ce9bb246e2dc55429e,33,Male,,White or Caucasian,,Apple,"Bose,Apple,Sonos,Microsoft",The content mainly depicted real-life events in people's lives.,No,,66cd40ce9bb246e2dc55429e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0",Copley,OH,44321
2024-10-15 17:12:11,2024-10-15 17:15:36,IP Address,74.140.115.211,100,205,True,2024-10-15 17:15:37,R_3JEQ36SVqOwYhTr,,,,,40.0732,-82.4017,anonymous,EN,664df977e4e6d25d66bf64cb,35,Female,,White or Caucasian,,"netflix ",Amazon,"i liked a few but dont watch the adds or content related to products i like reading the funny adds ",No,,664df977e4e6d25d66bf64cb,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0",Newark,OH,43055
2024-10-15 17:14:23,2024-10-15 17:15:47,IP Address,72.80.209.204,100,84,True,2024-10-15 17:15:47,R_5lJKoS74GWTvUvh,,,,,41.1462,-73.9966,anonymous,EN,656083eb366411e4a862f58c,35,Female,,"White or Caucasian,Black or African American",,"Bose, Apple","Bose,Apple,Nintendo","I enjoyed the memes, even if they did feel a bit dated.",No,,656083eb366411e4a862f58c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",New City,NY,10956
2024-10-15 17:13:18,2024-10-15 17:15:50,IP Address,75.177.248.173,100,152,True,2024-10-15 17:15:51,R_5S67hKCeJCYfa6h,,,,,34.156,-79.3906,anonymous,EN,5d09036d59d0de0001310b4e,30,Male,,White or Caucasian,,"Apple, Samsung","Bose,Apple,Nintendo,Samsung,Fitbit",I thought that the social media feed was very funny. It was mainly funny memes and there were a lot of them that I enjoyed. I felt like there were the right amount of sponsored ads. I liked the layout and display. There was nothing that I disliked about the feed.,No,,5d09036d59d0de0001310b4e,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Marion,SC,29571
2024-10-15 17:14:37,2024-10-15 17:16:03,IP Address,192.107.137.123,100,86,True,2024-10-15 17:16:04,R_1KhxmQ2ULOl6brX,,,,,30.3023,-97.6914,anonymous,EN,5e5891186551fe09b1c20fce,24,Female,,Black or African American,,"Nintendo, Samsung","Nintendo,Samsung","I didn't dislike anything in the social media feed, there weren't many ads and the content of the memes were relatable. ",No,,5e5891186551fe09b1c20fce,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Austin,TX,78723
2024-10-15 17:13:36,2024-10-15 17:16:07,IP Address,68.118.80.7,100,151,True,2024-10-15 17:16:08,R_7rBMZvGQ8gWWdXU,,,,,36.224,-83.3179,anonymous,EN,66a6ee6f00d36ef1758cd2c1,32,Female,,White or Caucasian,,Nintendo Switch,Nintendo,"I thought this feed was somewhat interesting. I enjoyed all the memes that were listed. Some of them made me laugh. ",No,,66a6ee6f00d36ef1758cd2c1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",Morristown,TN,37814
2024-10-15 17:09:05,2024-10-15 17:16:16,IP Address,99.58.201.214,100,430,True,2024-10-15 17:16:17,R_12OiqCopKZtRFi9,,,,,30.45,-81.6624,anonymous,EN,66587fc76ffbd0dff98853c6,29,Male,,Black or African American,,"9gag, kanye west, nintendo switch, shrek, bose","Bose,Nintendo",It seemed like a typical social media news feed to me. I saw ads for items and I saw a bunch of funny and unfunny memes.,No,,66587fc76ffbd0dff98853c6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Jacksonville,FL,32218
2024-10-15 17:15:19,2024-10-15 17:16:20,IP Address,71.90.83.3,100,60,True,2024-10-15 17:16:20,R_13WDpUdUaR0s2Uf,,,,,43.318,-88.3731,anonymous,EN,66d73ef2a9bea449780da137,35,Male,,White or Caucasian,,"Samsung, Bose","Bose,Apple,Nintendo,Samsung","i do my best not to look at ads, but there's only so much you can do",Yes:,,66d73ef2a9bea449780da137,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Hartford,WI,53027
2024-10-15 17:15:04,2024-10-15 17:16:23,IP Address,107.217.194.66,100,79,True,2024-10-15 17:16:24,R_5w1RfCaedoJEmL7,,,,,33.8775,-84.5017,anonymous,EN,66ada0d8b8ddd62c65d39bfe,29,Male,,White or Caucasian,,n/a,"Bose,T-Mobile","usually i just browse the posts by actual accounts and ignore adds. I like having it as a passive thing im doing in the background. Here i liked that most of 9gags posts seemed meme related with a consistent messaging ",No,,66ada0d8b8ddd62c65d39bfe,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Smyrna,GA,30080
2024-10-15 17:14:49,2024-10-15 17:16:35,IP Address,174.203.4.17,100,105,True,2024-10-15 17:16:36,R_3xEJyOqXkKylsdY,,,,,29.7953,-95.4968,anonymous,EN,66b19504b269527cc1b37681,34,Male,,White or Caucasian,,"SAMSUNG, APPLE ","Bose,Nintendo",I ENJOYED THE SURVEY. BUT WHY ARE ALL THE POST BAOUT MEMES,No,,66b19504b269527cc1b37681,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Houston,TX,77074
2024-10-15 17:12:07,2024-10-15 17:16:36,IP Address,67.0.76.94,100,268,True,2024-10-15 17:16:36,R_7MJvKaXZmvyUPDY,,,,,35.1131,-106.5781,anonymous,EN,670873700d3b39275b32dabe,34,Male,,White or Caucasian,,Smart watch,I do not recall any sponsored posts,"I liked that some posts were funny. I like that none were boring.
",No,,670873700d3b39275b32dabe,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_8_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.6 Mobile/15E148 Safari/604.1",Albuquerque,NM,87108
2024-10-15 17:15:59,2024-10-15 17:17:13,IP Address,73.37.208.219,100,74,True,2024-10-15 17:17:14,R_3tMMH7T0MnVv9E5,,,,,45.0435,-93.4827,anonymous,EN,6000cefee380e61fa9bc5ae4,31,Male,,White or Caucasian,,apple,"Apple,Nintendo,Whoop",I liked that it was just funny memes and a few ads.,No,,6000cefee380e61fa9bc5ae4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Plymouth,MN,55441
2024-10-15 17:12:56,2024-10-15 17:17:23,IP Address,107.13.101.237,100,266,True,2024-10-15 17:17:23,R_38YzKeLv6EkaplZ,,,,,35.8846,-78.6385,anonymous,EN,61086791465482e3ec238c87,23,Female,,White or Caucasian,,"nintendo, n/a","Nintendo,Beats by Dre","I liked it, it felt old school",No,,61086791465482e3ec238c87,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Raleigh,NC,27609
2024-10-15 17:15:49,2024-10-15 17:17:31,IP Address,172.91.76.75,100,102,True,2024-10-15 17:17:32,R_5pfNnvb4DarPbQ1,,,,,34.0648,-118.4414,anonymous,EN,6644fb29ab6907c49ccfee0f,33,Female,,Other,"Hispanic ","Nintendo ",Nintendo,"It was entertaining. ",No,,6644fb29ab6907c49ccfee0f,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.7 Mobile/15E148 Safari/604.1",Los Angeles,CA,90025
2024-10-15 17:16:38,2024-10-15 17:17:39,IP Address,174.207.160.118,100,60,True,2024-10-15 17:17:39,R_1ea4DlmoESl5BJo,,,,,39.5082,-84.3987,anonymous,EN,66c9dcb106fb45dcb4655e54,32,Male,,White or Caucasian,,Nintendo switch,"Nintendo,Samsung",I enjoyed the memes from scrolling through the feed.,No,,66c9dcb106fb45dcb4655e54,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Dayton,OH,45458
2024-10-15 17:15:29,2024-10-15 17:17:42,IP Address,100.14.161.88,100,132,True,2024-10-15 17:17:43,R_6OVIf4nPaw79cU9,,,,,40.1215,-75.3269,anonymous,EN,63d4393f67ae4bf53fce7c48,24,Male,,Asian,,Apple,"Bose,Apple,Nintendo","I thought the feed was really boring. I am not sure if it was a technical issue, but none of the images for the tweets (except for the sponsored ads) loaded, so every punchline for the tweets were just ""nan""",Yes:,"The image issue I mentioned in the last question. Other than that, no issues",63d4393f67ae4bf53fce7c48,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0,Norristown,PA,19401
2024-10-15 17:16:55,2024-10-15 17:17:46,IP Address,47.220.211.228,100,50,True,2024-10-15 17:17:46,R_1VIy3ssgVGm4Zyx,,,,,30.3052,-95.4552,anonymous,EN,67028e3c5308fc008653cf26,29,Female,,White or Caucasian,,Nintendo,"Bose,Apple,Nintendo","I feel like this person might be depressed. ",No,,67028e3c5308fc008653cf26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",Conroe,TX,77303
2024-10-15 17:16:57,2024-10-15 17:17:51,IP Address,16.98.96.27,100,53,True,2024-10-15 17:17:51,R_6BhPUnmqB5Gd5px,,,,,35.3878,-118.936,anonymous,EN,5a286558564bdf00016463fc,35,Male,,White or Caucasian,,"Samsung, Apple","Apple,Nintendo,Samsung",I disliked how much of the feed was memes.,No,,5a286558564bdf00016463fc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Bakersfield,CA,93307
2024-10-15 17:16:25,2024-10-15 17:17:58,IP Address,97.101.207.231,100,93,True,2024-10-15 17:17:58,R_7Om73VwXSf404FP,,,,,28.3327,-80.6147,anonymous,EN,66814bd337692ab271dffe6e,29,Male,,White or Caucasian,,"Apple ",Apple,"The were very generic memes, I think the only poster I saw was 9gag which has a bad rap from way back in the early 4chan meme days.",No,,66814bd337692ab271dffe6e,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0,Cocoa Beach,FL,32931
2024-10-15 17:17:23,2024-10-15 17:18:09,IP Address,172.56.165.220,100,45,True,2024-10-15 17:18:10,R_3e4sNOhjZuXVebD,,,,,40.7252,-73.944,anonymous,EN,66f6f3e523dfb1a01c4e35aa,25,Male,,Asian,,Apple,"Bose,Apple",It had a lot of funny memes.,No,,66f6f3e523dfb1a01c4e35aa,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0.1 Mobile/15E148 Safari/604.1",Brooklyn,NY,11222
2024-10-15 17:16:57,2024-10-15 17:18:38,IP Address,172.58.208.237,100,100,True,2024-10-15 17:18:38,R_1IarucNB2MiKQVD,,,,,33.9573,-118.3118,anonymous,EN,66ecbaf732d7637a943c139f,32,Male,,White or Caucasian,,n/a,"Samsung,T-Mobile,Amazon,Verizon,Microsoft",it is very hard to me,No,,66ecbaf732d7637a943c139f,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0",Los Angeles,CA,90001
2024-10-15 17:17:21,2024-10-15 17:18:43,IP Address,108.167.18.140,100,81,True,2024-10-15 17:18:44,R_6Dggc8cT6YQpT33,,,,,40.8514,-96.7139,anonymous,EN,66e4683859479dd75fca89b4,21,Female,,White or Caucasian,,N/A,I do not recall any sponsored posts,"Lots of 9GAG posts, lots of borderline millennial humor but mostly entertaining. ",No,,66e4683859479dd75fca89b4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Lincoln,NE,68521
